2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3
3453614.6,3509866.6,3512906.4,3561843.6,3566929.0000000005,3566772.0000000005,3583261.8000000003,3595909.4,3606337.0999999996,3621554.8000000003,3654804.9000000004,3682262.0,3675986.5999999996,3703167.3,3730074.6
