,UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard),MISO Total Wind Generation (MW)
4864,2021-08-31 22:00:00,2021-08-31,17,93775.46,77.0,8/31/21 16:54,77.0,8/31/21 16:53,82.0,8/31/21 16:53,5854.29
4865,2021-08-31 23:00:00,2021-08-31,18,92567.23,77.0,8/31/21 17:54,77.0,8/31/21 17:53,82.0,8/31/21 17:53,5826.35
4866,2021-09-01 00:00:00,2021-08-31,19,90158.1,75.9,8/31/21 18:54,75.9,8/31/21 18:53,78.1,8/31/21 18:53,5512.48
4867,2021-09-01 01:00:00,2021-08-31,20,87601.44,75.9,8/31/21 19:54,73.0,8/31/21 19:53,78.1,8/31/21 19:53,5633.61
4868,2021-09-01 02:00:00,2021-08-31,21,85255.0,75.9,8/31/21 20:54,71.1,8/31/21 20:53,79.0,8/31/21 20:53,6801.09
4869,2021-09-01 03:00:00,2021-08-31,22,80284.43,75.0,8/31/21 21:54,70.0,8/31/21 21:53,79.0,8/31/21 21:53,7515.61
4870,2021-09-01 04:00:00,2021-08-31,23,74945.28,73.0,8/31/21 22:54,69.1,8/31/21 22:53,79.0,8/31/21 22:53,8085.03
4871,2021-09-01 05:00:00,2021-08-31,24,69992.28,72.0,8/31/21 23:54,66.9,8/31/21 23:53,79.0,8/31/21 23:53,8138.47
4872,2021-09-01 06:00:00,2021-09-01,1,66318.25,72.0,9/1/21 0:54,66.9,9/1/21 0:53,79.0,9/1/21 0:53,8145.43
4873,2021-09-01 07:00:00,2021-09-01,2,63838.14,70.0,9/1/21 1:54,64.9,9/1/21 1:53,79.0,9/1/21 1:53,7964.7
4874,2021-09-01 08:00:00,2021-09-01,3,62237.37,70.0,9/1/21 2:54,64.0,9/1/21 2:53,79.0,9/1/21 2:53,7969.69
4875,2021-09-01 09:00:00,2021-09-01,4,61745.14,68.0,9/1/21 3:54,63.0,9/1/21 3:53,79.0,9/1/21 3:53,7623.38
4876,2021-09-01 10:00:00,2021-09-01,5,62639.68,68.0,9/1/21 4:54,62.1,9/1/21 4:53,79.0,9/1/21 4:53,7141.55
4877,2021-09-01 11:00:00,2021-09-01,6,65773.9,66.0,9/1/21 5:54,62.1,9/1/21 5:53,79.0,9/1/21 5:53,7037.45
4878,2021-09-01 12:00:00,2021-09-01,7,69335.37,66.9,9/1/21 6:54,61.0,9/1/21 6:53,79.0,9/1/21 6:53,7466.09
4879,2021-09-01 13:00:00,2021-09-01,8,71887.47,66.9,9/1/21 7:54,63.0,9/1/21 7:53,80.1,9/1/21 7:53,7584.55
4880,2021-09-01 14:00:00,2021-09-01,9,74418.6,71.1,9/1/21 8:54,66.0,9/1/21 8:53,84.0,9/1/21 8:53,6616.12
4881,2021-09-01 15:00:00,2021-09-01,10,77507.11,73.9,9/1/21 9:54,70.0,9/1/21 9:53,84.9,9/1/21 9:53,5826.32
4882,2021-09-01 16:00:00,2021-09-01,11,80876.86,73.9,9/1/21 10:54,72.0,9/1/21 10:53,87.1,9/1/21 10:53,6751.65
4883,2021-09-01 17:00:00,2021-09-01,12,84338.44,77.0,9/1/21 11:54,73.9,9/1/21 11:53,89.1,9/1/21 11:53,7915.38
4884,2021-09-01 18:00:00,2021-09-01,13,87261.83,78.1,9/1/21 12:54,75.9,9/1/21 12:53,89.1,9/1/21 12:53,9018.0
4885,2021-09-01 19:00:00,2021-09-01,14,89710.39,79.0,9/1/21 13:54,75.9,9/1/21 13:53,82.9,9/1/21 13:53,9299.94
4886,2021-09-01 20:00:00,2021-09-01,15,91197.7,80.1,9/1/21 14:54,77.0,9/1/21 14:53,80.1,9/1/21 14:53,9822.61
4887,2021-09-01 21:00:00,2021-09-01,16,92009.73,80.1,9/1/21 15:54,78.1,9/1/21 15:53,84.0,9/1/21 15:53,9796.32
4888,2021-09-01 22:00:00,2021-09-01,17,91863.49,79.0,9/1/21 16:54,77.0,9/1/21 16:53,84.0,9/1/21 16:53,9560.77
4889,2021-09-01 23:00:00,2021-09-01,18,90830.19,77.0,9/1/21 17:54,75.9,9/1/21 17:53,82.9,9/1/21 17:53,8680.45
4890,2021-09-02 00:00:00,2021-09-01,19,88177.79,75.0,9/1/21 18:54,75.0,9/1/21 18:53,82.0,9/1/21 18:53,7189.0
4891,2021-09-02 01:00:00,2021-09-01,20,85474.87,72.0,9/1/21 19:54,72.0,9/1/21 19:53,80.1,9/1/21 19:53,8038.32
4892,2021-09-02 02:00:00,2021-09-01,21,83163.81,69.1,9/1/21 20:54,70.0,9/1/21 20:53,79.0,9/1/21 20:53,10036.89
4893,2021-09-02 03:00:00,2021-09-01,22,78235.74,68.0,9/1/21 21:54,69.1,9/1/21 21:53,78.1,9/1/21 21:53,11162.69
4894,2021-09-02 04:00:00,2021-09-01,23,72423.01,66.0,9/1/21 22:54,66.9,9/1/21 22:53,78.1,9/1/21 22:53,11882.85
4895,2021-09-02 05:00:00,2021-09-01,24,67639.4,64.9,9/1/21 23:54,66.0,9/1/21 23:53,78.1,9/1/21 23:53,12104.23
4896,2021-09-02 06:00:00,2021-09-02,1,63915.3,63.0,9/2/21 0:54,64.9,9/2/21 0:53,77.0,9/2/21 0:53,11651.74
4897,2021-09-02 07:00:00,2021-09-02,2,61609.76,62.1,9/2/21 1:54,64.0,9/2/21 1:53,77.0,9/2/21 1:53,11673.6
4898,2021-09-02 08:00:00,2021-09-02,3,60204.79,61.0,9/2/21 2:54,62.1,9/2/21 2:53,75.9,9/2/21 2:53,11425.66
4899,2021-09-02 09:00:00,2021-09-02,4,59690.74,60.1,9/2/21 3:54,62.1,9/2/21 3:53,75.9,9/2/21 3:53,11156.29
4900,2021-09-02 10:00:00,2021-09-02,5,60490.07,60.1,9/2/21 4:54,62.1,9/2/21 4:53,75.9,9/2/21 4:53,10985.25
4901,2021-09-02 11:00:00,2021-09-02,6,63654.46,60.1,9/2/21 5:54,62.1,9/2/21 5:53,77.0,9/2/21 5:53,10601.7
4902,2021-09-02 12:00:00,2021-09-02,7,67200.49,60.1,9/2/21 6:54,61.0,9/2/21 6:53,77.0,9/2/21 6:53,10354.69
4903,2021-09-02 13:00:00,2021-09-02,8,69609.96,64.0,9/2/21 7:54,62.1,9/2/21 7:53,78.1,9/2/21 7:53,10340.33
4904,2021-09-02 14:00:00,2021-09-02,9,72322.6,68.0,9/2/21 8:54,63.0,9/2/21 8:53,81.0,9/2/21 8:53,9436.66
4905,2021-09-02 15:00:00,2021-09-02,10,75386.21,72.0,9/2/21 9:54,63.0,9/2/21 9:53,84.0,9/2/21 9:53,9146.18
4906,2021-09-02 16:00:00,2021-09-02,11,78309.71,73.9,9/2/21 10:54,64.9,9/2/21 10:53,84.9,9/2/21 10:53,9426.1
4907,2021-09-02 17:00:00,2021-09-02,12,80817.14,75.0,9/2/21 11:54,66.9,9/2/21 11:53,87.1,9/2/21 11:53,9458.97
4908,2021-09-02 18:00:00,2021-09-02,13,83455.25,77.0,9/2/21 12:54,68.0,9/2/21 12:53,89.1,9/2/21 12:53,10072.66
4909,2021-09-02 19:00:00,2021-09-02,14,85965.23,77.0,9/2/21 13:54,68.0,9/2/21 13:53,89.1,9/2/21 13:53,10411.72
4910,2021-09-02 20:00:00,2021-09-02,15,87494.3,79.0,9/2/21 14:54,68.0,9/2/21 14:53,91.9,9/2/21 14:53,9970.83
4911,2021-09-02 21:00:00,2021-09-02,16,88289.14,79.0,9/2/21 15:54,69.1,9/2/21 15:53,93.0,9/2/21 15:53,10043.71
4912,2021-09-02 22:00:00,2021-09-02,17,88375.57,77.0,9/2/21 16:54,68.0,9/2/21 16:53,91.9,9/2/21 16:53,10287.77
4913,2021-09-02 23:00:00,2021-09-02,18,86864.61,75.9,9/2/21 17:54,68.0,9/2/21 17:53,87.1,9/2/21 17:53,10521.72
4914,2021-09-03 00:00:00,2021-09-02,19,84679.92,73.9,9/2/21 18:54,66.9,9/2/21 18:53,84.9,9/2/21 18:53,11347.69
4915,2021-09-03 01:00:00,2021-09-02,20,82307.78,72.0,9/2/21 19:54,64.9,9/2/21 19:53,82.9,9/2/21 19:53,11684.13
4916,2021-09-03 02:00:00,2021-09-02,21,80501.85,70.0,9/2/21 20:54,64.9,9/2/21 20:53,82.9,9/2/21 20:53,11968.22
4917,2021-09-03 03:00:00,2021-09-02,22,76235.9,69.1,9/2/21 21:54,64.0,9/2/21 21:53,82.0,9/2/21 21:53,11780.14
4918,2021-09-03 04:00:00,2021-09-02,23,71277.68,68.0,9/2/21 22:54,64.0,9/2/21 22:53,81.0,9/2/21 22:53,11406.42
4919,2021-09-03 05:00:00,2021-09-02,24,66706.23,66.0,9/2/21 23:54,63.0,9/2/21 23:53,81.0,9/2/21 23:53,11224.23
4920,2021-09-03 06:00:00,2021-09-03,1,63431.98,66.9,9/3/21 0:54,63.0,9/3/21 0:53,80.1,9/3/21 0:53,11040.14
4921,2021-09-03 07:00:00,2021-09-03,2,61286.11,66.0,9/3/21 1:54,63.0,9/3/21 1:53,81.0,9/3/21 1:53,10520.63
4922,2021-09-03 08:00:00,2021-09-03,3,59844.21,64.0,9/3/21 2:54,62.1,9/3/21 2:53,80.1,9/3/21 2:53,9961.31
4923,2021-09-03 09:00:00,2021-09-03,4,59355.16,63.0,9/3/21 3:54,60.1,9/3/21 3:53,78.1,9/3/21 3:53,9043.18
4924,2021-09-03 10:00:00,2021-09-03,5,60136.44,62.1,9/3/21 4:54,61.0,9/3/21 4:53,79.0,9/3/21 4:53,8658.1
4925,2021-09-03 11:00:00,2021-09-03,6,62727.16,62.1,9/3/21 5:54,61.0,9/3/21 5:53,78.1,9/3/21 5:53,7568.57
4926,2021-09-03 12:00:00,2021-09-03,7,66268.61,61.0,9/3/21 6:54,60.1,9/3/21 6:53,78.1,9/3/21 6:53,6849.32
4927,2021-09-03 13:00:00,2021-09-03,8,68823.3,64.9,9/3/21 7:54,60.1,9/3/21 7:53,81.0,9/3/21 7:53,6407.33
4928,2021-09-03 14:00:00,2021-09-03,9,71521.81,69.1,9/3/21 8:54,60.1,9/3/21 8:53,82.0,9/3/21 8:53,5732.87
4929,2021-09-03 15:00:00,2021-09-03,10,74248.16,71.1,9/3/21 9:54,61.0,9/3/21 9:53,84.0,9/3/21 9:53,5163.05
4930,2021-09-03 16:00:00,2021-09-03,11,76987.9,73.9,9/3/21 10:54,61.0,9/3/21 10:53,87.1,9/3/21 10:53,4776.45
4931,2021-09-03 17:00:00,2021-09-03,12,79058.59,75.9,9/3/21 11:54,61.0,9/3/21 11:53,90.0,9/3/21 11:53,4295.0
4932,2021-09-03 18:00:00,2021-09-03,13,81134.99,77.0,9/3/21 12:54,62.1,9/3/21 12:53,90.0,9/3/21 12:53,3803.96
4933,2021-09-03 19:00:00,2021-09-03,14,82663.74,77.0,9/3/21 13:54,63.0,9/3/21 13:53,90.0,9/3/21 13:53,3311.5
4934,2021-09-03 20:00:00,2021-09-03,15,83172.61,75.9,9/3/21 14:54,63.0,9/3/21 14:53,91.0,9/3/21 14:53,3509.44
4935,2021-09-03 21:00:00,2021-09-03,16,83361.52,77.0,9/3/21 15:54,63.0,9/3/21 15:53,91.9,9/3/21 15:53,3404.82
4936,2021-09-03 22:00:00,2021-09-03,17,82852.7,75.0,9/3/21 16:54,63.0,9/3/21 16:53,91.0,9/3/21 16:53,2993.51
4937,2021-09-03 23:00:00,2021-09-03,18,81497.73,75.0,9/3/21 17:54,63.0,9/3/21 17:53,91.0,9/3/21 17:53,2822.11
4938,2021-09-04 00:00:00,2021-09-03,19,79488.75,73.0,9/3/21 18:54,63.0,9/3/21 18:53,89.1,9/3/21 18:53,2659.43
4939,2021-09-04 01:00:00,2021-09-03,20,78161.27,72.0,9/3/21 19:54,63.0,9/3/21 19:53,87.1,9/3/21 19:53,2483.36
4940,2021-09-04 02:00:00,2021-09-03,21,76625.18,71.1,9/3/21 20:54,62.1,9/3/21 20:53,86.0,9/3/21 20:53,2560.48
4941,2021-09-04 03:00:00,2021-09-03,22,73083.49,70.0,9/3/21 21:54,62.1,9/3/21 21:53,82.9,9/3/21 21:53,2317.81
4942,2021-09-04 04:00:00,2021-09-03,23,69247.51,70.0,9/3/21 22:54,62.1,9/3/21 22:53,82.0,9/3/21 22:53,2366.78
4943,2021-09-04 05:00:00,2021-09-03,24,65215.57,69.1,9/3/21 23:54,62.1,9/3/21 23:53,82.0,9/3/21 23:53,2453.13
4944,2021-09-04 06:00:00,2021-09-04,1,62068.84,68.0,9/4/21 0:54,62.1,9/4/21 0:53,80.1,9/4/21 0:53,2911.34
4945,2021-09-04 07:00:00,2021-09-04,2,59613.06,68.0,9/4/21 1:54,62.1,9/4/21 1:53,79.0,9/4/21 1:53,3270.05
4946,2021-09-04 08:00:00,2021-09-04,3,58100.25,66.9,9/4/21 2:54,62.1,9/4/21 2:53,79.0,9/4/21 2:53,3821.78
4947,2021-09-04 09:00:00,2021-09-04,4,57330.45,68.0,9/4/21 3:54,61.0,9/4/21 3:53,77.0,9/4/21 3:53,3990.16
4948,2021-09-04 10:00:00,2021-09-04,5,57115.97,63.0,9/4/21 4:54,62.1,9/4/21 4:53,78.1,9/4/21 4:53,4176.64
4949,2021-09-04 11:00:00,2021-09-04,6,58005.7,64.0,9/4/21 5:54,61.0,9/4/21 5:53,78.1,9/4/21 5:53,4727.61
4950,2021-09-04 12:00:00,2021-09-04,7,58896.62,64.0,9/4/21 6:54,61.0,9/4/21 6:53,77.0,9/4/21 6:53,4948.15
4951,2021-09-04 13:00:00,2021-09-04,8,60655.22,64.9,9/4/21 7:54,62.1,9/4/21 7:53,82.0,9/4/21 7:53,5106.04
4952,2021-09-04 14:00:00,2021-09-04,9,63746.18,66.9,9/4/21 8:54,64.0,9/4/21 8:53,84.0,9/4/21 8:53,4474.4
4953,2021-09-04 15:00:00,2021-09-04,10,67194.16,68.0,9/4/21 9:54,66.0,9/4/21 9:53,87.1,9/4/21 9:53,3060.22
4954,2021-09-04 16:00:00,2021-09-04,11,70069.06,69.1,9/4/21 10:54,70.0,9/4/21 10:53,88.0,9/4/21 10:53,2830.53
4955,2021-09-04 17:00:00,2021-09-04,12,72585.44,66.9,9/4/21 11:54,71.1,9/4/21 11:53,90.0,9/4/21 11:53,3109.08
4956,2021-09-04 18:00:00,2021-09-04,13,74354.32,68.0,9/4/21 12:54,73.9,9/4/21 12:53,91.0,9/4/21 12:53,3867.14
4957,2021-09-04 19:00:00,2021-09-04,14,75706.9,69.1,9/4/21 13:54,75.0,9/4/21 13:53,90.0,9/4/21 13:53,4579.48
4958,2021-09-04 20:00:00,2021-09-04,15,76813.53,68.0,9/4/21 14:54,77.0,9/4/21 14:53,91.9,9/4/21 14:53,5745.16
4959,2021-09-04 21:00:00,2021-09-04,16,77618.35,69.1,9/4/21 15:54,77.0,9/4/21 15:53,93.0,9/4/21 15:53,6326.23
4960,2021-09-04 22:00:00,2021-09-04,17,78158.62,70.0,9/4/21 16:54,78.1,9/4/21 16:53,91.0,9/4/21 16:53,6599.41
4961,2021-09-04 23:00:00,2021-09-04,18,78083.44,69.1,9/4/21 17:54,77.0,9/4/21 17:53,91.0,9/4/21 17:53,5849.78
4962,2021-09-05 00:00:00,2021-09-04,19,77101.59,69.1,9/4/21 18:54,73.9,9/4/21 18:53,88.0,9/4/21 18:53,4235.58
4963,2021-09-05 01:00:00,2021-09-04,20,76119.69,69.1,9/4/21 19:54,72.0,9/4/21 19:53,84.9,9/4/21 19:53,3265.78
4964,2021-09-05 02:00:00,2021-09-04,21,74642.09,69.1,9/4/21 20:54,70.0,9/4/21 20:53,84.9,9/4/21 20:53,3088.79
4965,2021-09-05 03:00:00,2021-09-04,22,71607.82,69.1,9/4/21 21:54,69.1,9/4/21 21:53,82.9,9/4/21 21:53,3212.98
4966,2021-09-05 04:00:00,2021-09-04,23,68071.71,70.0,9/4/21 22:54,66.9,9/4/21 22:53,81.0,9/4/21 22:53,3537.22
4967,2021-09-05 05:00:00,2021-09-04,24,64441.47,70.0,9/4/21 23:54,64.9,9/4/21 23:53,80.1,9/4/21 23:53,3747.16
4968,2021-09-05 06:00:00,2021-09-05,1,61458.46,70.0,9/5/21 0:54,64.0,9/5/21 0:53,79.0,9/5/21 0:53,3860.46
4969,2021-09-05 07:00:00,2021-09-05,2,59232.5,70.0,9/5/21 1:54,62.1,9/5/21 1:53,78.1,9/5/21 1:53,4433.94
4970,2021-09-05 08:00:00,2021-09-05,3,57694.42,70.0,9/5/21 2:54,63.0,9/5/21 2:53,78.1,9/5/21 2:53,4838.63
4971,2021-09-05 09:00:00,2021-09-05,4,56755.21,69.1,9/5/21 3:54,61.0,9/5/21 3:53,78.1,9/5/21 3:53,5175.21
4972,2021-09-05 10:00:00,2021-09-05,5,56351.69,69.1,9/5/21 4:54,59.0,9/5/21 4:53,77.0,9/5/21 4:53,5783.43
4973,2021-09-05 11:00:00,2021-09-05,6,56650.14,66.9,9/5/21 5:54,57.9,9/5/21 5:53,75.9,9/5/21 5:53,6125.74
4974,2021-09-05 12:00:00,2021-09-05,7,57042.51,66.0,9/5/21 6:54,57.9,9/5/21 6:53,78.1,9/5/21 6:53,6650.29
4975,2021-09-05 13:00:00,2021-09-05,8,58387.76,66.0,9/5/21 7:54,59.0,9/5/21 7:53,80.1,9/5/21 7:53,6683.05
4976,2021-09-05 14:00:00,2021-09-05,9,61885.32,69.1,9/5/21 8:54,61.0,9/5/21 8:53,84.0,9/5/21 8:53,5429.24
4977,2021-09-05 15:00:00,2021-09-05,10,65742.24,72.0,9/5/21 9:54,64.9,9/5/21 9:53,86.0,9/5/21 9:53,3502.8
4978,2021-09-05 16:00:00,2021-09-05,11,69180.57,73.0,9/5/21 10:54,68.0,9/5/21 10:53,88.0,9/5/21 10:53,3266.64
4979,2021-09-05 17:00:00,2021-09-05,12,72389.62,75.9,9/5/21 11:54,72.0,9/5/21 11:53,90.0,9/5/21 11:53,5081.67
4980,2021-09-05 18:00:00,2021-09-05,13,75282.34,77.0,9/5/21 12:54,73.9,9/5/21 12:53,90.0,9/5/21 12:53,6940.5
4981,2021-09-05 19:00:00,2021-09-05,14,77468.31,80.1,9/5/21 13:54,75.9,9/5/21 13:53,91.9,9/5/21 13:53,7843.95
4982,2021-09-05 20:00:00,2021-09-05,15,79115.16,80.1,9/5/21 14:54,78.1,9/5/21 14:53,89.1,9/5/21 14:53,8486.9
4983,2021-09-05 21:00:00,2021-09-05,16,80636.86,79.0,9/5/21 15:54,77.0,9/5/21 15:53,88.0,9/5/21 15:53,8517.15
4984,2021-09-05 22:00:00,2021-09-05,17,81517.89,79.0,9/5/21 16:54,77.0,9/5/21 16:53,90.0,9/5/21 16:53,8281.65
4985,2021-09-05 23:00:00,2021-09-05,18,81315.16,78.1,9/5/21 17:54,75.9,9/5/21 17:53,84.9,9/5/21 17:53,6910.08
4986,2021-09-06 00:00:00,2021-09-05,19,79387.21,73.0,9/5/21 18:54,73.0,9/5/21 18:53,84.0,9/5/21 18:53,5306.54
4987,2021-09-06 01:00:00,2021-09-05,20,76979.77,70.0,9/5/21 19:54,71.1,9/5/21 19:53,84.0,9/5/21 19:53,5158.5
4988,2021-09-06 02:00:00,2021-09-05,21,74995.5,68.0,9/5/21 20:54,68.0,9/5/21 20:53,82.9,9/5/21 20:53,6042.48
4989,2021-09-06 03:00:00,2021-09-05,22,71346.38,64.9,9/5/21 21:54,66.0,9/5/21 21:53,82.0,9/5/21 21:53,6906.43
4990,2021-09-06 04:00:00,2021-09-05,23,67232.12,64.0,9/5/21 22:54,64.9,9/5/21 22:53,81.0,9/5/21 22:53,7155.15
4991,2021-09-06 05:00:00,2021-09-05,24,63327.16,62.1,9/5/21 23:54,63.0,9/5/21 23:53,80.1,9/5/21 23:53,6959.42
4992,2021-09-06 06:00:00,2021-09-06,1,60206.67,61.0,9/6/21 0:54,60.1,9/6/21 0:53,79.0,9/6/21 0:53,6779.73
4993,2021-09-06 07:00:00,2021-09-06,2,58032.19,60.1,9/6/21 1:54,60.1,9/6/21 1:53,79.0,9/6/21 1:53,6891.84
4994,2021-09-06 08:00:00,2021-09-06,3,56559.4,57.9,9/6/21 2:54,60.1,9/6/21 2:53,79.0,9/6/21 2:53,6568.86
4995,2021-09-06 09:00:00,2021-09-06,4,55585.63,57.9,9/6/21 3:54,59.0,9/6/21 3:53,79.0,9/6/21 3:53,6207.48
4996,2021-09-06 10:00:00,2021-09-06,5,55551.98,57.9,9/6/21 4:54,57.0,9/6/21 4:53,78.1,9/6/21 4:53,6682.79
4997,2021-09-06 11:00:00,2021-09-06,6,56264.47,57.9,9/6/21 5:54,57.0,9/6/21 5:53,77.0,9/6/21 5:53,6940.42
4998,2021-09-06 12:00:00,2021-09-06,7,56771.63,60.1,9/6/21 6:54,55.9,9/6/21 6:53,79.0,9/6/21 6:53,6860.43
4999,2021-09-06 13:00:00,2021-09-06,8,57992.34,64.0,9/6/21 7:54,57.9,9/6/21 7:53,79.0,9/6/21 7:53,6617.21
5000,2021-09-06 14:00:00,2021-09-06,9,61128.51,70.0,9/6/21 8:54,62.1,9/6/21 8:53,82.0,9/6/21 8:53,6656.71
5001,2021-09-06 15:00:00,2021-09-06,10,64798.27,75.9,9/6/21 9:54,66.9,9/6/21 9:53,84.9,9/6/21 9:53,5093.82
5002,2021-09-06 16:00:00,2021-09-06,11,68468.33,79.0,9/6/21 10:54,71.1,9/6/21 10:53,86.0,9/6/21 10:53,4200.1
5003,2021-09-06 17:00:00,2021-09-06,12,71782.11,82.0,9/6/21 11:54,75.0,9/6/21 11:53,87.1,9/6/21 11:53,4207.02
5004,2021-09-06 18:00:00,2021-09-06,13,74993.97,82.9,9/6/21 12:54,75.9,9/6/21 12:53,86.0,9/6/21 12:53,4308.96
5005,2021-09-06 19:00:00,2021-09-06,14,77653.84,84.0,9/6/21 13:54,78.1,9/6/21 13:53,78.1,9/6/21 13:53,5064.18
5006,2021-09-06 20:00:00,2021-09-06,15,80395.11,84.0,9/6/21 14:54,79.0,9/6/21 14:53,78.1,9/6/21 14:53,6065.39
5007,2021-09-06 21:00:00,2021-09-06,16,82992.36,84.0,9/6/21 15:54,81.0,9/6/21 15:53,79.0,9/6/21 15:53,7040.99
5008,2021-09-06 22:00:00,2021-09-06,17,84975.2,82.9,9/6/21 16:54,80.1,9/6/21 16:53,84.0,9/6/21 16:53,7411.59
5009,2021-09-06 23:00:00,2021-09-06,18,85540.66,81.0,9/6/21 17:54,79.0,9/6/21 17:53,82.9,9/6/21 17:53,7392.59
5010,2021-09-07 00:00:00,2021-09-06,19,83979.33,78.1,9/6/21 18:54,77.0,9/6/21 18:53,82.9,9/6/21 18:53,6949.61
5011,2021-09-07 01:00:00,2021-09-06,20,82093.57,73.0,9/6/21 19:54,73.0,9/6/21 19:53,81.0,9/6/21 19:53,8659.72
5012,2021-09-07 02:00:00,2021-09-06,21,79749.06,75.0,9/6/21 20:54,72.0,9/6/21 20:53,80.1,9/6/21 20:53,11736.8
5013,2021-09-07 03:00:00,2021-09-06,22,75193.11,71.1,9/6/21 21:54,71.1,9/6/21 21:53,79.0,9/6/21 21:53,12657.63
5014,2021-09-07 04:00:00,2021-09-06,23,69927.0,72.0,9/6/21 22:54,72.0,9/6/21 22:53,78.1,9/6/21 22:53,12639.64
5015,2021-09-07 05:00:00,2021-09-06,24,65361.14,71.1,9/6/21 23:54,71.1,9/6/21 23:53,77.0,9/6/21 23:53,12981.28
5016,2021-09-07 06:00:00,2021-09-07,1,62405.3,71.1,9/7/21 0:54,71.1,9/7/21 0:53,78.1,9/7/21 0:53,13455.54
5017,2021-09-07 07:00:00,2021-09-07,2,60313.05,69.1,9/7/21 1:54,73.9,9/7/21 1:53,78.1,9/7/21 1:53,13871.9
5018,2021-09-07 08:00:00,2021-09-07,3,59087.41,69.1,9/7/21 2:54,75.0,9/7/21 2:53,78.1,9/7/21 2:53,13932.07
5019,2021-09-07 09:00:00,2021-09-07,4,58839.27,66.9,9/7/21 3:54,73.9,9/7/21 3:53,78.1,9/7/21 3:53,14146.89
5020,2021-09-07 10:00:00,2021-09-07,5,60047.88,64.9,9/7/21 4:54,71.1,9/7/21 4:53,78.1,9/7/21 4:53,14250.29
5021,2021-09-07 11:00:00,2021-09-07,6,63888.73,64.9,9/7/21 5:54,68.0,9/7/21 5:53,77.0,9/7/21 5:53,13982.51
5022,2021-09-07 12:00:00,2021-09-07,7,68131.67,64.9,9/7/21 6:54,66.9,9/7/21 6:53,77.0,9/7/21 6:53,13530.2
5023,2021-09-07 13:00:00,2021-09-07,8,71221.29,70.0,9/7/21 7:54,66.0,9/7/21 7:53,79.0,9/7/21 7:53,13102.99
5024,2021-09-07 14:00:00,2021-09-07,9,74179.14,73.9,9/7/21 8:54,66.9,9/7/21 8:53,82.0,9/7/21 8:53,12372.23
5025,2021-09-07 15:00:00,2021-09-07,10,77583.4,79.0,9/7/21 9:54,70.0,9/7/21 9:53,84.0,9/7/21 9:53,11986.33
5026,2021-09-07 16:00:00,2021-09-07,11,81627.86,81.0,9/7/21 10:54,73.0,9/7/21 10:53,87.1,9/7/21 10:53,13309.43
5027,2021-09-07 17:00:00,2021-09-07,12,85668.1,82.9,9/7/21 11:54,73.9,9/7/21 11:53,87.1,9/7/21 11:53,14897.57
5028,2021-09-07 18:00:00,2021-09-07,13,89326.89,84.0,9/7/21 12:54,77.0,9/7/21 12:53,88.0,9/7/21 12:53,16448.06
5029,2021-09-07 19:00:00,2021-09-07,14,92422.74,84.9,9/7/21 13:54,78.1,9/7/21 13:53,89.1,9/7/21 13:53,17398.23
5030,2021-09-07 20:00:00,2021-09-07,15,94202.0,84.9,9/7/21 14:54,78.1,9/7/21 14:53,88.0,9/7/21 14:53,17462.56
5031,2021-09-07 21:00:00,2021-09-07,16,95461.85,84.0,9/7/21 15:54,78.1,9/7/21 15:53,82.9,9/7/21 15:53,17452.26
5032,2021-09-07 22:00:00,2021-09-07,17,95552.96,82.0,9/7/21 16:54,77.0,9/7/21 16:53,82.9,9/7/21 16:53,17233.98
5033,2021-09-07 23:00:00,2021-09-07,18,94188.11,80.1,9/7/21 17:54,75.9,9/7/21 17:53,82.9,9/7/21 17:53,16505.33
5034,2021-09-08 00:00:00,2021-09-07,19,91381.08,79.0,9/7/21 18:54,73.9,9/7/21 18:53,82.0,9/7/21 18:53,13595.91
5035,2021-09-08 01:00:00,2021-09-07,20,88354.41,75.9,9/7/21 19:54,72.0,9/7/21 19:53,81.0,9/7/21 19:53,12233.79
5036,2021-09-08 02:00:00,2021-09-07,21,85236.76,75.0,9/7/21 20:54,70.0,9/7/21 20:53,81.0,9/7/21 20:53,13152.02
5037,2021-09-08 03:00:00,2021-09-07,22,80249.99,71.1,9/7/21 21:54,66.9,9/7/21 21:53,80.1,9/7/21 21:53,13508.77
5038,2021-09-08 04:00:00,2021-09-07,23,74664.44,69.1,9/7/21 22:54,66.9,9/7/21 22:53,80.1,9/7/21 22:53,13403.32
5039,2021-09-08 05:00:00,2021-09-07,24,69660.81,66.9,9/7/21 23:54,64.9,9/7/21 23:53,79.0,9/7/21 23:53,13540.92
5040,2021-09-08 06:00:00,2021-09-08,1,66000.86,66.9,9/8/21 0:54,63.0,9/8/21 0:53,79.0,9/8/21 0:53,13062.34
5041,2021-09-08 07:00:00,2021-09-08,2,63506.45,66.0,9/8/21 1:54,63.0,9/8/21 1:53,79.0,9/8/21 1:53,13157.83
5042,2021-09-08 08:00:00,2021-09-08,3,61714.72,66.9,9/8/21 2:54,62.1,9/8/21 2:53,78.1,9/8/21 2:53,13141.37
