UTC Timestamp (Interval Ending),MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Minneapolis Temperature (Fahrenheit),New Orleans International Airport Temperature (Fahrenheit),MISO Total Wind Generation (MW),GDP
2021-11-24 05:00:00,72150.32,33.1,48.0,48.9,19660.34,3564840.024547102
2021-11-24 06:00:00,69692.02,34.0,48.0,48.0,19527.24,3564842.327717392
2021-11-24 07:00:00,67871.47,33.1,48.0,46.9,19753.04,3564844.6308876816
2021-11-24 08:00:00,66865.29,32.0,48.0,46.9,19904.52,3564846.9340579715
2021-11-24 09:00:00,66301.97,30.9,48.0,45.0,20409.11,3564849.2372282613
2021-11-24 10:00:00,66759.61,33.1,46.9,46.9,20620.09,3564851.540398551
2021-11-24 11:00:00,68634.06,30.9,48.9,50.0,20483.42,3564853.843568841
2021-11-24 12:00:00,72409.38,32.0,48.0,48.9,20244.7,3564856.146739131
2021-11-24 13:00:00,76581.3,32.0,48.0,50.0,20030.18,3564858.4499094207
2021-11-24 14:00:00,78928.73,35.1,48.0,57.9,19724.36,3564860.7530797105
2021-11-24 15:00:00,79310.82,39.9,46.0,62.1,19332.21,3564863.0562500004
2021-11-24 16:00:00,78516.17,44.1,45.0,64.0,18161.58,3564865.35942029
2021-11-24 17:00:00,77153.49,50.0,45.0,68.0,17583.48,3564867.66259058
2021-11-24 18:00:00,75913.26,51.1,48.0,70.0,17829.23,3564869.96576087
2021-11-24 19:00:00,74794.3,51.1,48.0,71.1,17686.09,3564872.2689311597
2021-11-24 20:00:00,74417.17,54.0,46.0,70.0,18413.3,3564874.5721014496
2021-11-24 21:00:00,73869.04,55.0,42.1,70.0,18764.55,3564876.8752717394
2021-11-24 22:00:00,73820.43,53.1,37.0,69.1,18907.51,3564879.1784420293
2021-11-24 23:00:00,75498.33,53.1,35.1,66.9,19192.0,3564881.481612319
2021-11-25 00:00:00,76895.95,53.1,35.1,66.0,19911.17,3564883.784782609
2021-11-25 01:00:00,75995.42,53.1,34.0,64.0,20077.7,3564886.087952899
2021-11-25 02:00:00,74480.86,52.0,33.1,64.0,19766.78,3564888.3911231887
2021-11-25 03:00:00,72791.54,52.0,32.0,64.0,18993.23,3564890.6942934785
2021-11-25 04:00:00,70069.26,52.0,28.9,64.0,18654.9,3564892.9974637683
2021-11-25 05:00:00,66831.89,54.0,27.0,64.0,18246.81,3564895.300634058
2021-11-25 06:00:00,63647.18,54.0,26.1,63.0,17267.34,3564897.603804348
2021-11-25 07:00:00,61291.8,54.0,24.1,63.0,16350.57,3564899.906974638
2021-11-25 08:00:00,59756.25,54.0,21.9,64.0,16298.13,3564902.2101449277
2021-11-25 09:00:00,58886.44,52.0,21.0,63.0,16814.04,3564904.5133152176
2021-11-25 10:00:00,58801.47,46.9,21.0,62.1,16108.47,3564906.8164855074
2021-11-25 11:00:00,59456.28,46.0,19.9,59.0,15211.63,3564909.1196557973
2021-11-25 12:00:00,60977.46,45.0,18.0,60.1,14785.87,3564911.422826087
2021-11-25 13:00:00,63290.22,46.0,16.0,57.9,15998.58,3564913.725996377
2021-11-25 14:00:00,65923.45,46.9,14.0,64.0,16130.82,3564916.029166667
2021-11-25 15:00:00,68817.57,46.9,15.1,68.0,15728.94,3564918.3323369566
2021-11-25 16:00:00,70884.78,46.9,16.0,73.0,14854.51,3564920.6355072465
2021-11-25 17:00:00,71853.41,45.0,19.0,73.9,13355.92,3564922.9386775363
2021-11-25 18:00:00,71233.48,44.1,21.0,75.0,13159.2,3564925.2418478266
2021-11-25 19:00:00,69077.46,43.0,21.9,75.0,12617.56,3564927.5450181165
2021-11-25 20:00:00,67008.16,41.0,21.9,75.0,12176.38,3564929.8481884063
2021-11-25 21:00:00,65962.06,39.9,23.0,75.0,11830.44,3564932.151358696
2021-11-25 22:00:00,65801.72,39.0,21.9,73.0,11060.75,3564934.454528986
2021-11-25 23:00:00,67181.43,37.9,19.0,72.0,9948.1,3564936.757699276
2021-11-26 00:00:00,68854.44,37.0,18.0,70.0,10002.73,3564939.0608695657
2021-11-26 01:00:00,68986.07,35.1,18.0,69.1,10238.22,3564941.3640398555
2021-11-26 02:00:00,69099.73,34.0,18.0,68.0,10487.33,3564943.6672101454
2021-11-26 03:00:00,68895.35,32.0,18.0,66.9,10257.99,3564945.970380435
2021-11-26 04:00:00,67907.17,30.9,18.0,66.0,9921.6,3564948.273550725
2021-11-26 05:00:00,66271.01,30.0,18.0,66.0,10115.29,3564950.576721015
2021-11-26 06:00:00,64744.66,28.9,18.0,64.9,10749.26,3564952.8798913048
2021-11-26 07:00:00,63695.0,28.0,17.1,64.9,11698.36,3564955.1830615946
2021-11-26 08:00:00,63290.77,27.0,17.1,63.0,12595.08,3564957.4862318845
2021-11-26 09:00:00,63321.14,26.1,18.0,60.1,13680.57,3564959.7894021743
2021-11-26 10:00:00,63882.28,25.0,19.0,57.0,14514.67,3564962.092572464
2021-11-26 11:00:00,65386.82,21.9,19.9,55.0,14968.44,3564964.395742754
2021-11-26 12:00:00,67780.9,21.0,19.9,54.0,14798.56,3564966.698913044
2021-11-26 13:00:00,70612.86,21.0,21.0,51.1,15708.31,3564969.0020833337
2021-11-26 14:00:00,72659.11,23.0,21.9,51.1,16123.33,3564971.3052536235
2021-11-26 15:00:00,73617.5,25.0,23.0,53.1,16055.62,3564973.6084239134
2021-11-26 16:00:00,73718.98,28.0,25.0,55.0,15547.65,3564975.911594203
2021-11-26 17:00:00,72917.42,28.9,28.9,55.9,14221.21,3564978.214764493
2021-11-26 18:00:00,71822.83,30.0,30.9,57.0,12392.78,3564980.517934783
2021-11-26 19:00:00,70590.1,30.9,33.1,59.0,10858.96,3564982.8211050727
2021-11-26 20:00:00,69705.2,30.9,33.1,59.0,9749.25,3564985.1242753626
2021-11-26 21:00:00,69428.01,30.9,33.1,59.0,9156.09,3564987.4274456524
2021-11-26 22:00:00,70194.95,30.9,33.1,59.0,9384.55,3564989.7306159423
2021-11-26 23:00:00,72921.76,30.0,33.1,57.9,9767.32,3564992.033786232
2021-11-27 00:00:00,75479.69,30.0,33.1,57.0,11404.43,3564994.336956522
2021-11-27 01:00:00,75409.98,30.0,32.0,57.0,12835.99,3564996.640126812
2021-11-27 02:00:00,74780.38,30.0,32.0,55.9,13642.17,3564998.9432971017
2021-11-27 03:00:00,73688.3,30.0,32.0,55.0,13558.99,3565001.2464673915
2021-11-27 04:00:00,71987.97,30.0,30.9,54.0,13362.31,3565003.5496376813
2021-11-27 05:00:00,69595.35,30.0,32.0,53.1,12684.77,3565005.852807971
2021-11-27 06:00:00,67302.68,30.0,30.9,53.1,12368.48,3565008.155978261
2021-11-27 07:00:00,65778.11,30.0,30.9,52.0,12527.82,3565010.459148551
2021-11-27 08:00:00,64924.27,30.9,30.9,52.0,12090.12,3565012.7623188407
2021-11-27 09:00:00,64628.28,30.9,28.9,48.0,11754.82,3565015.0654891306
2021-11-27 10:00:00,64737.34,32.0,28.0,44.1,11253.33,3565017.3686594204
2021-11-27 11:00:00,65627.58,30.9,28.0,43.0,12099.1,3565019.6718297102
2021-11-27 12:00:00,67450.66,32.0,27.0,43.0,13085.75,3565021.9750000006
2021-11-27 13:00:00,69869.76,32.0,27.0,43.0,14197.73,3565024.2781702904
2021-11-27 14:00:00,71720.08,33.1,28.9,50.0,14624.2,3565026.5813405802
2021-11-27 15:00:00,73060.36,37.0,30.9,54.0,14931.28,3565028.88451087
2021-11-27 16:00:00,73096.94,39.0,33.1,55.9,14742.59,3565031.18768116
2021-11-27 17:00:00,72240.42,39.9,36.0,59.0,14478.6,3565033.49085145
2021-11-27 18:00:00,70987.9,42.1,37.0,61.0,14972.12,3565035.7940217396
2021-11-27 19:00:00,69409.37,42.1,39.0,62.1,15408.33,3565038.0971920295
2021-11-27 20:00:00,68616.92,44.1,41.0,60.1,16074.42,3565040.4003623193
2021-11-27 21:00:00,68151.99,44.1,41.0,59.0,16297.71,3565042.703532609
2021-11-27 22:00:00,69008.14,43.0,39.9,57.9,16585.34,3565045.006702899
2021-11-27 23:00:00,71452.44,43.0,36.0,57.0,16899.19,3565047.309873189
2021-11-28 00:00:00,73977.1,43.0,34.0,57.0,17331.96,3565049.6130434787
2021-11-28 01:00:00,73624.7,41.0,34.0,57.9,17302.37,3565051.9162137685
2021-11-28 02:00:00,72960.63,39.0,35.1,55.9,17194.41,3565054.2193840584
2021-11-28 03:00:00,71677.47,39.9,35.1,55.9,16981.29,3565056.522554348
2021-11-28 04:00:00,69688.72,39.0,33.1,55.9,16881.76,3565058.825724638
2021-11-28 05:00:00,67308.99,37.0,32.0,55.9,16132.04,3565061.128894928
2021-11-28 06:00:00,64984.43,37.0,32.0,55.9,16158.15,3565063.4320652178
2021-11-28 07:00:00,63309.88,37.0,30.9,55.0,15804.66,3565065.7352355076
2021-11-28 08:00:00,62458.89,35.1,30.0,55.9,14736.77,3565068.0384057974
2021-11-28 09:00:00,61925.75,33.1,28.9,55.0,13513.28,3565070.3415760873
2021-11-28 10:00:00,61925.51,32.0,26.1,55.0,12641.88,3565072.644746377
2021-11-28 11:00:00,62610.5,30.0,26.1,55.0,11916.28,3565074.947916667
2021-11-28 12:00:00,64100.66,28.9,25.0,54.0,10467.13,3565077.251086957
2021-11-28 13:00:00,66335.73,26.1,25.0,53.1,9432.12,3565079.5542572467
2021-11-28 14:00:00,68097.41,30.0,26.1,53.1,8338.8,3565081.8574275365
2021-11-28 15:00:00,68714.68,35.1,28.0,54.0,7430.44,3565084.1605978264
2021-11-28 16:00:00,68944.9,37.9,30.9,55.0,6512.52,3565086.463768116
2021-11-28 17:00:00,68754.63,39.9,34.0,55.9,6865.51,3565088.766938406
2021-11-28 18:00:00,68153.44,42.1,37.0,57.0,7471.87,3565091.070108696
2021-11-28 19:00:00,67602.51,43.0,37.9,57.9,7820.28,3565093.3732789857
2021-11-28 20:00:00,66970.7,43.0,39.0,60.1,7613.78,3565095.6764492756
2021-11-28 21:00:00,67016.65,39.0,39.0,62.1,6979.18,3565097.9796195654
2021-11-28 22:00:00,68533.42,37.0,37.0,60.1,6582.86,3565100.2827898553
2021-11-28 23:00:00,72027.13,34.0,35.1,59.0,6729.54,3565102.585960145
2021-11-29 00:00:00,75826.52,33.1,34.0,57.0,7949.19,3565104.889130435
2021-11-29 01:00:00,76011.23,30.0,34.0,55.9,9476.16,3565107.192300725
2021-11-29 02:00:00,75744.42,28.0,35.1,54.0,11067.45,3565109.4954710146
2021-11-29 03:00:00,74575.49,28.0,34.0,57.0,12466.35,3565111.7986413045
2021-11-29 04:00:00,72408.64,27.0,30.9,55.9,13557.16,3565114.1018115943
2021-11-29 05:00:00,69788.82,26.1,32.0,55.0,14534.94,3565116.404981884
2021-11-29 06:00:00,67697.81,26.1,32.0,54.0,15262.3,3565118.708152174
2021-11-29 07:00:00,66502.32,26.1,32.0,53.1,15325.07,3565121.0113224643
2021-11-29 08:00:00,66227.8,24.1,33.1,54.0,15575.98,3565123.314492754
2021-11-29 09:00:00,66576.19,21.9,33.1,53.1,15728.75,3565125.617663044
2021-11-29 10:00:00,67533.62,21.9,34.0,52.0,15830.31,3565127.920833334
2021-11-29 11:00:00,70330.31,23.0,36.0,52.0,15638.55,3565130.2240036237
2021-11-29 12:00:00,75267.67,24.1,36.0,51.1,15500.78,3565132.5271739135
2021-11-29 13:00:00,81365.58,24.1,36.0,51.1,16283.93,3565134.8303442034
2021-11-29 14:00:00,83281.71,25.0,37.9,53.1,16421.25,3565137.1335144932
2021-11-29 15:00:00,82286.57,32.0,39.0,55.0,15637.87,3565139.436684783
2021-11-29 16:00:00,80683.54,36.0,41.0,55.9,13826.04,3565141.739855073
2021-11-29 17:00:00,78935.55,39.9,43.0,57.9,12068.02,3565144.043025363
2021-11-29 18:00:00,77659.66,41.0,46.0,59.0,12256.14,3565146.3461956526
2021-11-29 19:00:00,76719.85,42.1,48.9,60.1,13411.7,3565148.6493659425
2021-11-29 20:00:00,76213.28,43.0,51.1,62.1,14464.38,3565150.9525362323
2021-11-29 21:00:00,75641.03,43.0,50.0,62.1,14838.35,3565153.255706522
2021-11-29 22:00:00,75875.06,42.1,50.0,63.0,14900.64,3565155.558876812
2021-11-29 23:00:00,78231.7,42.1,46.0,60.1,15098.71,3565157.862047102
2021-11-30 00:00:00,81167.98,42.1,45.0,55.9,16460.54,3565160.1652173917
2021-11-30 01:00:00,81371.87,39.9,43.0,52.0,17429.39,3565162.4683876815
2021-11-30 02:00:00,80265.03,37.9,41.0,51.1,18059.41,3565164.7715579714
2021-11-30 03:00:00,78340.0,39.0,37.0,50.0,17481.44,3565167.074728261
2021-11-30 04:00:00,75287.85,37.0,35.1,48.0,17037.79,3565169.377898551
2021-11-30 05:00:00,71765.3,41.0,36.0,46.9,16374.39,3565171.681068841
2021-11-30 06:00:00,68649.22,41.0,34.0,46.9,15433.22,3565173.9842391307
2021-11-30 07:00:00,66991.81,39.9,33.1,46.9,14710.02,3565176.2874094206
2021-11-30 08:00:00,65965.41,37.9,33.1,46.0,13204.77,3565178.5905797104
2021-11-30 09:00:00,65837.79,37.0,32.0,46.0,12471.53,3565180.8937500003
2021-11-30 10:00:00,66523.39,34.0,32.0,45.0,12101.67,3565183.19692029
2021-11-30 11:00:00,68739.37,35.1,32.0,44.1,11258.5,3565185.50009058
2021-11-30 12:00:00,73437.53,32.0,30.9,44.1,10886.36,3565187.80326087
2021-11-30 13:00:00,78884.66,32.0,33.1,43.0,10625.23,3565190.1064311597
2021-11-30 14:00:00,80457.04,37.0,34.0,50.0,10305.74,3565192.4096014495
2021-11-30 15:00:00,78953.94,42.1,36.0,57.9,8801.39,3565194.7127717393
2021-11-30 16:00:00,76875.77,44.1,39.0,63.0,5814.82,3565197.015942029
2021-11-30 17:00:00,75142.06,46.0,42.1,64.9,4660.44,3565199.319112319
2021-11-30 18:00:00,74014.78,48.9,44.1,68.0,4611.53,3565201.622282609
2021-11-30 19:00:00,73241.52,50.0,44.1,66.9,4926.62,3565203.9254528987
2021-11-30 20:00:00,73012.58,52.0,44.1,68.0,4925.75,3565206.2286231886
2021-11-30 21:00:00,72629.23,51.1,44.1,66.9,5039.05,3565208.5317934784
2021-11-30 22:00:00,73242.66,46.9,43.0,66.0,4734.24,3565210.8349637683
2021-11-30 23:00:00,75574.12,43.0,42.1,64.0,5346.15,3565213.138134058
2021-12-01 00:00:00,78403.74,41.0,42.1,60.1,6616.92,3565215.441304348
2021-12-01 01:00:00,78528.19,37.9,39.0,59.0,8203.79,3565217.7444746383
2021-12-01 02:00:00,77682.97,37.0,41.0,57.0,10078.21,3565220.047644928
2021-12-01 03:00:00,76278.71,36.0,37.9,55.9,11708.26,3565222.350815218
2021-12-01 04:00:00,73519.39,35.1,39.9,55.0,12941.24,3565224.653985508
2021-12-01 05:00:00,70094.36,35.1,37.9,52.0,13485.4,3565226.9571557976
2021-12-01 06:00:00,67241.71,33.1,36.0,50.0,14087.11,3565229.2603260875
2021-12-01 07:00:00,65581.3,37.0,36.0,51.1,13624.41,3565231.5634963773
2021-12-01 08:00:00,64699.61,35.1,36.0,50.0,14104.72,3565233.866666667
2021-12-01 09:00:00,64260.97,36.0,37.0,48.0,14346.97,3565236.169836957
2021-12-01 10:00:00,64714.43,37.9,37.9,48.9,14077.07,3565238.473007247
2021-12-01 11:00:00,66647.09,37.0,37.0,48.9,13673.34,3565240.7761775367
2021-12-01 12:00:00,70708.31,37.9,36.0,48.9,13053.18,3565243.0793478265
2021-12-01 13:00:00,75958.0,37.9,36.0,50.0,12819.74,3565245.3825181164
2021-12-01 14:00:00,77806.86,39.9,37.9,57.0,13029.63,3565247.685688406
2021-12-01 15:00:00,77238.19,39.9,37.9,63.0,13253.38,3565249.988858696
2021-12-01 16:00:00,76541.4,42.1,37.9,68.0,11492.39,3565252.292028986
2021-12-01 17:00:00,75731.79,42.1,39.9,70.0,10181.13,3565254.5951992758
2021-12-01 18:00:00,74839.21,43.0,39.9,72.0,10363.72,3565256.8983695656
2021-12-01 19:00:00,74359.53,43.0,44.1,73.0,11609.91,3565259.2015398555
2021-12-01 20:00:00,73967.68,44.1,46.9,72.0,13287.37,3565261.5047101453
2021-12-01 21:00:00,73853.28,45.0,50.0,72.0,15007.72,3565263.807880435
2021-12-01 22:00:00,73809.91,44.1,51.1,72.0,16496.87,3565266.111050725
2021-12-01 23:00:00,75990.23,45.0,51.1,68.0,18342.57,3565268.414221015
2021-12-02 00:00:00,78269.04,45.0,51.1,64.9,19903.65,3565270.7173913047
2021-12-02 01:00:00,77896.04,46.0,50.0,64.0,21049.87,3565273.0205615945
2021-12-02 02:00:00,76445.73,45.0,48.9,62.1,21213.07,3565275.3237318844
2021-12-02 03:00:00,74530.29,44.1,46.9,60.1,20995.92,3565277.626902174
2021-12-02 04:00:00,71351.81,48.9,46.9,60.1,20485.89,3565279.930072464
2021-12-02 05:00:00,67648.04,50.0,46.0,59.0,20240.66,3565282.233242754
2021-12-02 06:00:00,64743.38,50.0,48.9,57.9,19934.1,3565284.5364130437
2021-12-02 07:00:00,62730.05,50.0,50.0,55.9,19414.64,3565286.8395833336
2021-12-02 08:00:00,61850.07,46.9,48.0,54.0,19059.07,3565289.1427536234
2021-12-02 09:00:00,61330.76,46.0,46.0,53.1,18454.77,3565291.4459239133
2021-12-02 10:00:00,61768.75,45.0,44.1,53.1,18381.65,3565293.749094203
2021-12-02 11:00:00,63901.6,46.0,42.1,52.0,18068.75,3565296.052264493
2021-12-02 12:00:00,68407.27,46.0,41.0,52.0,17465.78,3565298.355434783
2021-12-02 13:00:00,73621.14,46.9,37.9,52.0,16605.09,3565300.6586050726
2021-12-02 14:00:00,75380.88,48.0,37.0,59.0,15431.64,3565302.9617753625
2021-12-02 15:00:00,74650.22,50.0,39.9,64.0,13531.33,3565305.2649456523
2021-12-02 16:00:00,73404.34,51.1,42.1,69.1,11195.44,3565307.568115942
2021-12-02 17:00:00,72679.81,53.1,44.1,71.1,9819.52,3565309.871286232
2021-12-02 18:00:00,72173.39,55.9,45.0,73.0,8491.12,3565312.174456522
2021-12-02 19:00:00,71895.09,57.0,46.0,73.9,7316.8,3565314.4776268117
2021-12-02 20:00:00,72078.42,59.0,44.1,75.0,6661.99,3565316.780797102
2021-12-02 21:00:00,72174.61,60.1,44.1,73.9,5873.23,3565319.083967392
2021-12-02 22:00:00,72349.91,57.0,43.0,73.0,5172.43,3565321.3871376817
2021-12-02 23:00:00,74167.22,52.0,43.0,71.1,5431.95,3565323.6903079716
2021-12-03 00:00:00,76323.97,51.1,42.1,66.0,6362.02,3565325.9934782614
2021-12-03 01:00:00,76115.79,48.0,42.1,64.9,7175.41,3565328.2966485512
2021-12-03 02:00:00,75098.26,46.9,42.1,64.0,7984.17,3565330.599818841
2021-12-03 03:00:00,73523.12,45.0,42.1,62.1,8461.18,3565332.902989131
2021-12-03 04:00:00,71044.38,44.1,41.0,61.0,7962.47,3565335.206159421
2021-12-03 05:00:00,67656.97,42.1,37.9,59.0,8510.17,3565337.5093297106
2021-12-03 06:00:00,64858.1,39.9,37.0,60.1,8735.4,3565339.8125000005
2021-12-03 07:00:00,62971.16,41.0,36.0,57.9,8806.17,3565342.1156702903
2021-12-03 08:00:00,61892.22,42.1,35.1,59.0,10443.29,3565344.41884058
2021-12-03 09:00:00,61627.64,39.9,35.1,55.9,10419.11,3565346.72201087
2021-12-03 10:00:00,62262.32,39.9,34.0,55.9,9753.65,3565349.02518116
2021-12-03 11:00:00,64137.1,39.9,35.1,54.0,8602.72,3565351.3283514497
2021-12-03 12:00:00,68342.29,39.0,35.1,54.0,7511.32,3565353.6315217395
2021-12-03 13:00:00,73527.32,39.0,35.1,53.1,7398.49,3565355.9346920294
2021-12-03 14:00:00,75737.58,41.0,36.0,55.0,7035.28,3565358.237862319
2021-12-03 15:00:00,75610.21,46.0,37.0,61.0,6561.24,3565360.541032609
2021-12-03 16:00:00,75036.44,50.0,37.9,66.9,4934.12,3565362.844202899
2021-12-03 17:00:00,74637.27,53.1,39.0,70.0,4657.3,3565365.1473731888
2021-12-03 18:00:00,73993.25,55.0,42.1,72.0,5047.97,3565367.4505434786
2021-12-03 19:00:00,73462.41,55.9,43.0,75.0,6305.89,3565369.7537137684
2021-12-03 20:00:00,73293.12,57.0,42.1,75.0,7769.22,3565372.0568840583
2021-12-03 21:00:00,72855.33,57.0,43.0,73.0,8627.07,3565374.360054348
2021-12-03 22:00:00,72886.84,54.0,41.0,72.0,9006.13,3565376.663224638
2021-12-03 23:00:00,74482.82,50.0,37.9,70.0,9974.26,3565378.966394928
2021-12-04 00:00:00,76250.84,48.9,37.0,66.0,11926.68,3565381.2695652177
2021-12-04 01:00:00,75553.03,48.0,35.1,66.0,12636.23,3565383.5727355075
2021-12-04 02:00:00,73998.81,46.9,34.0,64.9,12911.09,3565385.8759057974
2021-12-04 03:00:00,72523.07,43.0,33.1,64.0,12813.43,3565388.179076087
2021-12-04 04:00:00,70248.73,42.1,32.0,63.0,12467.87,3565390.482246377
2021-12-04 05:00:00,67475.49,41.0,30.9,62.1,11388.02,3565392.785416667
2021-12-04 06:00:00,64609.28,39.9,30.9,60.1,11576.05,3565395.0885869567
2021-12-04 07:00:00,62551.42,39.0,30.0,61.0,11869.49,3565397.3917572466
2021-12-04 08:00:00,61242.25,37.0,30.0,61.0,11653.04,3565399.6949275364
2021-12-04 09:00:00,60827.36,36.0,30.9,62.1,11464.15,3565401.9980978263
2021-12-04 10:00:00,61015.35,35.1,30.9,63.0,11936.79,3565404.301268116
2021-12-04 11:00:00,61945.08,34.0,30.0,64.0,11898.97,3565406.604438406
2021-12-04 12:00:00,63864.36,34.0,30.0,64.0,10790.66,3565408.907608696
2021-12-04 13:00:00,66537.88,34.0,30.0,64.9,9282.87,3565411.2107789856
2021-12-04 14:00:00,68596.1,36.0,30.9,64.0,7592.64,3565413.513949276
2021-12-04 15:00:00,69866.2,39.9,30.9,63.0,6650.23,3565415.817119566
2021-12-04 16:00:00,70474.08,45.0,32.0,66.0,5377.12,3565418.1202898556
2021-12-04 17:00:00,70314.82,46.9,34.0,70.0,5116.39,3565420.4234601455
2021-12-04 18:00:00,69921.05,46.9,33.1,73.0,4878.16,3565422.7266304353
2021-12-04 19:00:00,69438.95,48.9,33.1,75.0,4710.01,3565425.029800725
2021-12-04 20:00:00,69491.38,48.0,33.1,75.9,4775.88,3565427.332971015
2021-12-04 21:00:00,69429.79,46.9,33.1,75.9,5179.63,3565429.636141305
2021-12-04 22:00:00,70270.26,44.1,33.1,75.9,6233.34,3565431.9393115947
2021-12-04 23:00:00,72736.65,42.1,32.0,73.9,7180.85,3565434.2424818845
2021-12-05 00:00:00,74802.09,39.9,32.0,69.1,8913.08,3565436.5456521744
2021-12-05 01:00:00,74431.65,37.9,32.0,66.0,11321.89,3565438.8488224642
2021-12-05 02:00:00,73467.36,36.0,32.0,66.9,12976.91,3565441.151992754
2021-12-05 03:00:00,72430.16,35.1,28.0,66.0,14250.93,3565443.455163044
2021-12-05 04:00:00,70399.63,34.0,28.0,64.0,15150.99,3565445.758333334
2021-12-05 05:00:00,67871.37,34.0,28.0,63.0,15881.39,3565448.0615036236
2021-12-05 06:00:00,65256.77,34.0,28.0,60.1,16148.58,3565450.3646739135
2021-12-05 07:00:00,63293.29,35.1,28.0,60.1,16252.55,3565452.6678442033
2021-12-05 08:00:00,62114.56,35.1,28.9,59.0,15885.38,3565454.971014493
2021-12-05 09:00:00,61469.66,34.0,28.9,61.0,16186.24,3565457.274184783
2021-12-05 10:00:00,61197.83,34.0,28.9,62.1,16590.07,3565459.577355073
2021-12-05 11:00:00,61529.91,33.1,28.9,61.0,16934.28,3565461.8805253627
2021-12-05 12:00:00,62868.34,33.1,28.9,61.0,17248.64,3565464.1836956525
2021-12-05 13:00:00,64657.08,34.0,28.0,61.0,17250.4,3565466.4868659424
2021-12-05 14:00:00,66496.06,35.1,28.9,62.1,17793.06,3565468.790036232
2021-12-05 15:00:00,68400.45,39.0,30.0,66.9,17358.35,3565471.093206522
2021-12-05 16:00:00,69867.17,39.9,33.1,72.0,16178.65,3565473.396376812
2021-12-05 17:00:00,70476.66,43.0,33.1,75.9,14371.33,3565475.6995471017
2021-12-05 18:00:00,71170.83,43.0,35.1,75.9,13502.88,3565478.0027173916
2021-12-05 19:00:00,71761.61,43.0,36.0,77.0,14252.74,3565480.3058876814
2021-12-05 20:00:00,71832.41,46.9,37.0,78.1,15343.92,3565482.6090579713
2021-12-05 21:00:00,71750.23,50.0,37.9,75.9,15758.1,3565484.912228261
2021-12-05 22:00:00,72452.14,53.1,37.9,75.0,16931.94,3565487.215398551
2021-12-05 23:00:00,74978.77,55.0,37.0,73.0,17907.34,3565489.518568841
2021-12-06 00:00:00,77152.48,55.9,35.1,71.1,18753.21,3565491.8217391307
2021-12-06 01:00:00,76559.33,59.0,34.0,70.0,19185.49,3565494.1249094205
2021-12-06 02:00:00,75132.69,60.1,32.0,69.1,19172.58,3565496.4280797103
2021-12-06 03:00:00,73259.75,60.1,30.9,68.0,19251.83,3565498.73125
2021-12-06 04:00:00,70595.17,61.0,30.0,69.1,19058.48,3565501.03442029
2021-12-06 05:00:00,67439.0,61.0,30.0,69.1,19188.31,3565503.33759058
2021-12-06 06:00:00,64725.92,57.9,28.0,69.1,19191.79,3565505.6407608697
2021-12-06 07:00:00,62947.97,57.0,28.0,69.1,19208.06,3565507.9439311596
2021-12-06 08:00:00,62031.62,48.9,28.0,69.1,18776.99,3565510.2471014494
2021-12-06 09:00:00,62157.9,46.9,25.0,69.1,19000.38,3565512.5502717397
2021-12-06 10:00:00,63007.22,43.0,21.9,69.1,19350.41,3565514.8534420296
2021-12-06 11:00:00,65613.75,39.9,18.0,69.1,20171.74,3565517.1566123194
2021-12-06 12:00:00,70419.96,37.0,12.9,68.0,20954.51,3565519.4597826093
2021-12-06 13:00:00,76303.45,33.1,10.0,68.0,21001.65,3565521.762952899
2021-12-06 14:00:00,79466.0,33.1,9.0,68.0,21154.3,3565524.066123189
2021-12-06 15:00:00,80402.6,32.0,8.1,70.0,20440.61,3565526.369293479
2021-12-06 16:00:00,80741.62,32.0,8.1,73.9,20165.13,3565528.6724637686
2021-12-06 17:00:00,80747.53,34.0,8.1,78.1,20265.5,3565530.9756340585
2021-12-06 18:00:00,80540.8,36.0,7.0,79.0,19877.39,3565533.2788043483
2021-12-06 19:00:00,80071.11,35.1,8.1,81.0,19306.01,3565535.581974638
2021-12-06 20:00:00,79938.34,36.0,8.1,81.0,18490.98,3565537.885144928
2021-12-06 21:00:00,79611.95,36.0,9.0,80.1,17414.9,3565540.188315218
2021-12-06 22:00:00,80508.16,34.0,7.0,66.0,15566.4,3565542.4914855077
2021-12-06 23:00:00,83412.85,32.0,5.0,66.0,12185.48,3565544.7946557975
2021-12-07 00:00:00,86210.83,30.9,5.0,66.0,9794.68,3565547.0978260874
2021-12-07 01:00:00,85998.51,28.0,3.9,66.0,8110.02,3565549.400996377
2021-12-07 02:00:00,85170.43,26.1,3.9,66.0,6884.41,3565551.704166667
2021-12-07 03:00:00,83538.38,24.1,3.9,64.9,5940.88,3565554.007336957
2021-12-07 04:00:00,80963.54,25.0,3.9,64.9,5366.08,3565556.3105072468
2021-12-07 05:00:00,77411.04,23.0,3.9,64.0,5003.69,3565558.6136775366
2021-12-07 06:00:00,74429.16,21.9,5.0,64.0,4791.78,3565560.9168478264
2021-12-07 07:00:00,72555.04,19.9,5.0,63.0,5166.39,3565563.2200181163
2021-12-07 08:00:00,71614.49,19.0,6.1,63.0,5726.98,3565565.523188406
2021-12-07 09:00:00,71334.78,18.0,7.0,62.1,6445.47,3565567.826358696
2021-12-07 10:00:00,72113.49,18.0,8.1,61.0,7207.34,3565570.129528986
2021-12-07 11:00:00,74201.12,18.0,8.1,61.0,8189.23,3565572.4326992757
