UTC Timestamp (Interval Ending),MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Minneapolis Temperature (Fahrenheit),New Orleans International Airport Temperature (Fahrenheit),MISO Total Wind Generation (MW),GDP
2021-02-10 06:00:00,77859.97,19.9,0.0,64.0,5376.71,3478771.7444444443
2021-02-10 07:00:00,76211.1,19.9,-0.9,63.0,5019.58,3478797.7870370373
2021-02-10 08:00:00,75295.06,19.9,-4.0,63.0,4895.51,3478823.82962963
2021-02-10 09:00:00,75164.21,19.9,-2.0,63.0,4747.13,3478849.8722222224
2021-02-10 10:00:00,75743.83,19.9,-2.0,62.1,4341.06,3478875.914814815
2021-02-10 11:00:00,77519.41,19.9,-0.9,62.1,4097.84,3478901.9574074075
2021-02-10 12:00:00,81405.69,19.9,-2.9,64.0,3803.82,3478928.0
2021-02-10 13:00:00,86524.87,19.9,-2.0,64.9,3560.23,3478954.0425925925
2021-02-10 14:00:00,88848.72,19.9,0.0,64.9,3451.87,3478980.085185185
2021-02-10 15:00:00,89552.29,21.0,1.9,66.0,3398.35,3479006.127777778
2021-02-10 16:00:00,89443.58,21.0,3.0,66.9,2855.39,3479032.1703703706
2021-02-10 17:00:00,88939.44,21.9,5.0,66.0,2501.78,3479058.212962963
2021-02-10 18:00:00,88190.58,21.9,5.0,68.0,2447.2,3479084.2555555557
2021-02-10 19:00:00,87474.25,21.9,7.0,69.1,2687.67,3479110.298148148
2021-02-10 20:00:00,86936.68,21.9,7.0,73.0,3038.37,3479136.3407407408
2021-02-10 21:00:00,86225.69,21.0,8.1,73.9,3426.2,3479162.3833333333
2021-02-10 22:00:00,85955.58,21.0,8.1,73.0,3744.83,3479188.425925926
2021-02-10 23:00:00,87144.98,21.0,6.1,72.0,3946.69,3479214.468518519
2021-02-11 00:00:00,89768.98,19.9,3.9,69.1,3873.37,3479240.5111111114
2021-02-11 01:00:00,91024.26,19.0,1.0,68.0,4119.2,3479266.553703704
2021-02-11 02:00:00,89904.51,19.0,-0.9,68.0,4715.97,3479292.5962962965
2021-02-11 03:00:00,87754.23,19.0,-2.9,,5414.9,3479318.638888889
2021-02-11 04:00:00,84864.3,19.0,-4.0,,6232.48,3479344.6814814815
2021-02-11 05:00:00,81517.32,19.0,-5.1,,6714.3,3479370.724074074
2021-02-11 06:00:00,79092.86,19.0,-6.0,,8028.74,3479396.7666666666
2021-02-11 07:00:00,77471.2,19.0,-8.0,,8052.45,3479422.809259259
2021-02-11 08:00:00,76701.34,18.0,-8.0,,7910.58,3479448.851851852
2021-02-11 09:00:00,76533.9,18.0,-8.0,,7457.4,3479474.8944444447
2021-02-11 10:00:00,77242.04,18.0,-9.0,,7168.79,3479500.937037037
2021-02-11 11:00:00,79172.22,19.0,-9.0,,7163.52,3479526.9796296298
2021-02-11 12:00:00,83001.61,19.0,-8.0,,6877.17,3479553.0222222223
2021-02-11 13:00:00,88028.25,19.0,-9.0,,6731.66,3479579.064814815
2021-02-11 14:00:00,90619.95,19.0,-9.0,70.0,6521.94,3479605.1074074074
2021-02-11 15:00:00,91511.25,19.9,-8.0,72.0,6791.59,3479631.15
2021-02-11 16:00:00,91654.23,19.9,-7.1,75.0,6768.8,3479657.192592593
2021-02-11 17:00:00,91358.29,21.0,-5.1,73.0,6140.5,3479683.2351851854
2021-02-11 18:00:00,90697.43,23.0,-2.9,,5108.33,3479709.277777778
2021-02-11 19:00:00,90169.86,23.0,-0.9,66.0,4537.35,3479735.3203703705
2021-02-11 20:00:00,89534.56,23.0,0.0,66.0,4500.52,3479761.362962963
2021-02-11 21:00:00,89091.25,21.9,0.0,66.0,4767.06,3479787.4055555556
2021-02-11 22:00:00,89331.66,21.0,-0.9,66.9,5380.8,3479813.448148148
2021-02-11 23:00:00,90516.78,19.9,-0.9,68.0,6423.65,3479839.4907407407
2021-02-12 00:00:00,93243.41,19.9,-2.0,64.9,6822.32,3479865.533333333
2021-02-12 01:00:00,94421.17,19.0,-2.9,64.9,7390.36,3479891.575925926
2021-02-12 02:00:00,93210.04,18.0,-4.0,64.0,8164.91,3479917.6185185187
2021-02-12 03:00:00,91258.61,18.0,-4.0,57.9,9262.26,3479943.6611111113
2021-02-12 04:00:00,88275.73,19.0,-4.0,54.0,10209.24,3479969.703703704
2021-02-12 05:00:00,85319.01,19.0,-2.9,52.0,10348.15,3479995.7462962964
2021-02-12 06:00:00,82664.52,19.0,-4.0,54.0,10315.13,3480021.788888889
2021-02-12 07:00:00,81023.68,19.0,-5.1,53.1,10677.11,3480047.8314814814
2021-02-12 08:00:00,80148.27,19.0,-6.0,52.0,10819.33,3480073.874074074
2021-02-12 09:00:00,80065.98,19.0,-7.1,51.1,10641.17,3480099.916666667
2021-02-12 10:00:00,80507.4,19.9,-9.0,50.0,10799.83,3480125.9592592595
2021-02-12 11:00:00,82586.8,19.9,-9.9,50.0,10637.92,3480152.001851852
2021-02-12 12:00:00,86789.81,19.0,-11.9,48.9,10566.57,3480178.0444444446
2021-02-12 13:00:00,91759.06,19.0,-13.0,46.9,10889.79,3480204.087037037
2021-02-12 14:00:00,94265.92,19.9,-13.0,48.9,10848.18,3480230.1296296297
2021-02-12 15:00:00,95330.1,21.0,-11.0,45.0,9926.96,3480256.172222222
2021-02-12 16:00:00,95379.24,23.0,-9.0,46.0,8588.63,3480282.2148148147
2021-02-12 17:00:00,94641.32,25.0,-8.0,46.9,6844.67,3480308.2574074073
2021-02-12 18:00:00,93626.33,26.1,-7.1,48.0,5898.48,3480334.3000000003
2021-02-12 19:00:00,92380.08,25.0,-6.0,48.0,5472.44,3480360.342592593
2021-02-12 20:00:00,91638.22,26.1,-5.1,48.9,5523.41,3480386.3851851854
2021-02-12 21:00:00,90707.36,26.6,-5.1,48.9,5619.17,3480412.427777778
2021-02-12 22:00:00,90640.04,26.1,-5.1,48.9,5754.98,3480438.4703703704
2021-02-12 23:00:00,91694.55,24.1,-6.0,48.9,5971.07,3480464.512962963
2021-02-13 00:00:00,94461.53,24.1,-7.1,48.9,5862.08,3480490.5555555555
2021-02-13 01:00:00,95958.74,23.0,-8.0,48.0,5075.71,3480516.598148148
2021-02-13 02:00:00,94875.39,24.1,-8.0,48.0,4613.86,3480542.640740741
2021-02-13 03:00:00,93228.09,23.0,-8.0,44.1,4255.78,3480568.6833333336
2021-02-13 04:00:00,90999.01,23.0,-8.0,44.1,4426.72,3480594.725925926
2021-02-13 05:00:00,88206.99,23.0,-8.0,43.0,4683.23,3480620.7685185187
2021-02-13 06:00:00,85709.01,23.0,-7.1,43.0,4591.32,3480646.811111111
2021-02-13 07:00:00,83984.61,21.9,-7.1,43.0,4436.77,3480672.8537037037
2021-02-13 08:00:00,82947.93,21.9,-7.1,43.0,4205.14,3480698.8962962963
2021-02-13 09:00:00,82676.23,21.9,-7.1,42.1,3794.08,3480724.938888889
2021-02-13 10:00:00,82804.03,21.9,-7.1,42.1,3857.02,3480750.9814814813
2021-02-13 11:00:00,83755.6,21.9,-7.1,43.0,3986.18,3480777.0240740743
2021-02-13 12:00:00,85750.58,21.9,-7.1,42.1,3613.68,3480803.066666667
2021-02-13 13:00:00,88127.88,21.9,-6.0,42.1,3389.3,3480829.1092592594
2021-02-13 14:00:00,90067.87,21.9,-6.0,42.1,2854.01,3480855.151851852
2021-02-13 15:00:00,92388.95,21.9,-6.0,42.1,2729.75,3480881.1944444445
2021-02-13 16:00:00,93377.18,23.0,-6.0,42.1,3044.13,3480907.237037037
2021-02-13 17:00:00,93020.29,23.0,-5.1,42.1,3487.36,3480933.2796296296
2021-02-13 18:00:00,91849.23,23.0,-5.1,43.0,3909.3,3480959.322222222
2021-02-13 19:00:00,89915.72,25.0,-2.9,44.1,4476.22,3480985.364814815
2021-02-13 20:00:00,88510.85,25.0,-2.9,45.0,5249.35,3481011.4074074076
2021-02-13 21:00:00,87499.85,25.0,-4.0,46.9,6334.88,3481037.45
2021-02-13 22:00:00,87349.45,24.1,-4.0,46.9,7323.67,3481063.4925925927
2021-02-13 23:00:00,88846.07,23.0,-4.0,46.0,7741.59,3481089.5351851853
2021-02-14 00:00:00,91841.59,19.9,-6.0,44.1,7463.75,3481115.577777778
2021-02-14 01:00:00,94115.9,18.0,-7.1,44.1,7377.41,3481141.6203703703
2021-02-14 02:00:00,93410.54,17.1,-8.0,43.0,7254.31,3481167.662962963
2021-02-14 03:00:00,92401.58,15.1,-9.0,43.0,8079.99,3481193.705555556
2021-02-14 04:00:00,90499.53,14.0,-9.0,43.0,9194.29,3481219.7481481484
2021-02-14 05:00:00,88120.79,12.9,-11.0,43.0,10121.8,3481245.790740741
2021-02-14 06:00:00,86246.33,10.9,-11.0,42.1,10934.48,3481271.8333333335
2021-02-14 07:00:00,85169.91,10.0,-13.0,41.0,11531.91,3481297.875925926
2021-02-14 08:00:00,84639.06,9.0,-14.1,39.9,12328.99,3481323.9185185186
2021-02-14 09:00:00,84455.97,8.1,-15.0,39.9,11935.62,3481349.961111111
2021-02-14 10:00:00,84722.47,6.1,-16.1,39.0,11708.91,3481376.0037037036
2021-02-14 11:00:00,85539.52,5.0,-17.0,39.0,10337.55,3481402.046296296
2021-02-14 12:00:00,87156.98,3.9,-17.0,39.0,8809.48,3481428.088888889
2021-02-14 13:00:00,89058.46,3.0,-18.0,39.0,8240.63,3481454.1314814817
2021-02-14 14:00:00,90858.1,5.0,-18.9,39.0,8017.88,3481480.1740740743
2021-02-14 15:00:00,92799.8,8.1,-16.1,39.0,8506.74,3481506.216666667
2021-02-14 16:00:00,93555.68,10.9,-14.1,37.9,8408.73,3481532.2592592593
2021-02-14 17:00:00,93467.02,14.0,-11.0,39.9,7535.6,3481558.301851852
2021-02-14 18:00:00,92827.6,17.1,-8.0,42.1,7276.73,3481584.3444444444
2021-02-14 19:00:00,91871.78,18.0,-7.1,43.0,7550.84,3481610.387037037
2021-02-14 20:00:00,90937.15,18.0,-6.0,44.1,8297.54,3481636.42962963
2021-02-14 21:00:00,90623.71,19.9,-5.1,45.0,8393.63,3481662.4722222225
2021-02-14 22:00:00,91219.05,18.0,-4.0,45.0,7832.2,3481688.514814815
2021-02-14 23:00:00,93408.6,14.0,-5.1,45.0,6611.17,3481714.5574074076
2021-02-15 00:00:00,96982.31,12.9,-7.1,42.1,5704.56,3481740.6
2021-02-15 01:00:00,98984.23,10.9,-8.0,41.0,5406.06,3481766.6425925926
2021-02-15 02:00:00,98338.83,10.9,-9.0,39.9,5254.18,3481792.685185185
2021-02-15 03:00:00,96899.95,12.0,-9.9,39.9,5689.49,3481818.7277777777
2021-02-15 04:00:00,94510.09,12.9,-9.9,39.9,6445.54,3481844.7703703702
2021-02-15 05:00:00,92237.0,12.9,-11.0,39.9,7082.55,3481870.8129629632
2021-02-15 06:00:00,90343.17,12.9,-11.9,39.9,7687.09,3481896.855555556
2021-02-15 07:00:00,89440.28,12.0,-15.0,39.9,7651.67,3481922.8981481483
2021-02-15 08:00:00,88974.15,10.9,-15.0,39.9,7792.68,3481948.940740741
2021-02-15 09:00:00,89150.5,10.0,-16.1,39.9,7768.64,3481974.9833333334
2021-02-15 10:00:00,89769.25,10.0,-15.0,39.0,7668.68,3482001.025925926
2021-02-15 11:00:00,91850.97,10.9,-17.0,39.0,7233.0,3482027.0685185185
2021-02-15 12:00:00,94460.69,12.0,-16.1,39.9,6843.46,3482053.111111111
2021-02-15 13:00:00,97822.44,12.0,-17.0,39.9,6716.65,3482079.153703704
2021-02-15 14:00:00,100043.91,12.0,-16.1,37.0,7686.58,3482105.1962962965
2021-02-15 15:00:00,101392.88,12.9,-11.9,33.1,6824.79,3482131.238888889
2021-02-15 16:00:00,101895.11,15.1,-9.9,34.0,4614.12,3482157.2814814816
2021-02-15 17:00:00,101637.69,15.1,-7.1,37.0,3516.75,3482183.324074074
2021-02-15 18:00:00,101143.23,16.0,-7.1,,3636.67,3482209.3666666667
2021-02-15 19:00:00,100173.4,14.0,-2.9,35.1,4321.34,3482235.4092592592
2021-02-15 20:00:00,99258.07,14.0,-2.0,32.0,5258.26,3482261.451851852
2021-02-15 21:00:00,98118.77,14.0,0.0,32.0,5685.05,3482287.4944444443
2021-02-15 22:00:00,97903.26,14.0,-0.9,30.9,5760.6,3482313.5370370373
2021-02-15 23:00:00,99101.29,12.9,-0.9,30.9,5689.12,3482339.57962963
2021-02-16 00:00:00,101273.8,14.0,-2.9,30.0,5909.72,3482365.6222222224
2021-02-16 01:00:00,102601.29,12.9,-4.0,28.9,6843.95,3482391.664814815
2021-02-16 02:00:00,101075.41,12.0,-5.1,28.9,7951.51,3482417.7074074075
2021-02-16 03:00:00,99051.45,10.9,-6.0,28.9,8904.44,3482443.75
2021-02-16 04:00:00,96738.04,10.9,-8.0,30.0,9024.41,3482469.7925925925
2021-02-16 05:00:00,93907.5,10.9,-9.9,28.9,9304.6,3482495.835185185
2021-02-16 06:00:00,91762.33,10.9,-9.9,28.9,9619.87,3482521.877777778
2021-02-16 07:00:00,90486.78,10.9,-9.0,28.0,9043.87,3482547.9203703706
2021-02-16 08:00:00,89809.47,10.9,-9.0,28.0,8832.01,3482573.962962963
2021-02-16 09:00:00,89792.2,10.0,-9.0,28.0,8460.72,3482600.0055555557
2021-02-16 10:00:00,90205.63,10.0,-11.0,27.0,7833.93,3482626.048148148
2021-02-16 11:00:00,91709.67,10.0,-11.0,26.1,7094.78,3482652.0907407408
2021-02-16 12:00:00,94365.23,9.0,-13.0,26.1,6359.96,3482678.1333333333
2021-02-16 13:00:00,97753.7,9.0,-11.9,25.0,5547.82,3482704.175925926
2021-02-16 14:00:00,98206.66,10.9,-11.0,26.1,4696.7,3482730.218518519
2021-02-16 15:00:00,98270.7,12.0,-6.0,26.1,4697.56,3482756.2611111114
2021-02-16 16:00:00,97349.32,12.9,-4.0,27.0,4152.47,3482782.303703704
2021-02-16 17:00:00,95863.89,14.0,-0.9,28.0,3504.63,3482808.3462962965
2021-02-16 18:00:00,94525.87,15.1,3.9,28.9,3150.0,3482834.388888889
2021-02-16 19:00:00,92586.27,17.1,3.9,30.0,3081.93,3482860.4314814815
2021-02-16 20:00:00,90798.55,18.0,9.0,30.0,3028.97,3482886.474074074
2021-02-16 21:00:00,89155.85,18.0,10.9,32.0,2787.23,3482912.5166666666
2021-02-16 22:00:00,88837.16,18.0,10.9,32.0,2421.23,3482938.559259259
2021-02-16 23:00:00,90293.68,16.0,12.0,32.0,2007.23,3482964.601851852
2021-02-17 00:00:00,94325.37,12.9,8.1,30.9,1839.49,3482990.6444444447
2021-02-17 01:00:00,97605.16,12.0,7.0,30.9,2037.74,3483016.687037037
2021-02-17 02:00:00,96292.95,10.0,5.0,32.0,2694.5,3483042.7296296298
2021-02-17 03:00:00,94778.98,6.1,3.9,32.0,3086.27,3483068.7722222223
2021-02-17 04:00:00,93045.44,5.0,1.0,32.0,2899.21,3483094.814814815
2021-02-17 05:00:00,89884.88,3.9,3.0,32.0,3077.12,3483120.8574074074
2021-02-17 06:00:00,87765.76,3.0,0.0,32.0,3481.14,3483146.9
2021-02-17 07:00:00,86770.74,1.9,-2.0,32.0,3669.92,3483172.942592593
2021-02-17 08:00:00,86273.1,3.9,-2.0,33.1,3393.68,3483198.9851851854
2021-02-17 09:00:00,86074.96,3.9,0.0,33.1,2951.04,3483225.027777778
2021-02-17 10:00:00,86472.14,3.9,-0.9,34.0,2620.89,3483251.0703703705
2021-02-17 11:00:00,88455.93,3.9,-0.9,35.1,2425.59,3483277.112962963
2021-02-17 12:00:00,91906.52,3.9,-0.9,34.0,2872.84,3483303.1555555556
2021-02-17 13:00:00,95934.92,6.1,-0.9,34.0,3417.64,3483329.198148148
2021-02-17 14:00:00,97770.42,8.1,0.0,36.0,4020.23,3483355.2407407407
2021-02-17 15:00:00,97926.95,10.9,1.9,36.0,4116.28,3483381.283333333
2021-02-17 16:00:00,97150.75,12.9,3.9,41.0,3931.93,3483407.325925926
2021-02-17 17:00:00,95947.0,18.0,6.1,46.0,3680.61,3483433.3685185187
2021-02-17 18:00:00,94342.52,19.0,7.0,50.0,3255.6,3483459.4111111113
2021-02-17 19:00:00,92953.81,19.9,8.1,53.1,2610.85,3483485.453703704
2021-02-17 20:00:00,91758.64,21.0,9.0,53.1,2073.15,3483511.4962962964
2021-02-17 21:00:00,91018.83,21.0,9.0,55.9,1795.54,3483537.538888889
2021-02-17 22:00:00,90838.94,21.9,9.0,57.0,1551.95,3483563.5814814814
2021-02-17 23:00:00,91906.48,21.0,9.0,52.0,1373.93,3483589.624074074
2021-02-18 00:00:00,93965.6,19.9,9.0,51.1,1358.82,3483615.666666667
2021-02-18 01:00:00,95147.74,21.0,9.0,44.1,1369.26,3483641.7092592595
2021-02-18 02:00:00,93656.22,19.9,7.0,39.0,1662.55,3483667.751851852
2021-02-18 03:00:00,91649.8,19.9,8.1,39.0,1738.96,3483693.7944444446
2021-02-18 04:00:00,88296.11,19.9,8.1,41.0,1915.21,3483719.837037037
2021-02-18 05:00:00,84872.63,19.0,9.0,43.0,2191.55,3483745.8796296297
2021-02-18 06:00:00,82387.32,19.0,8.1,43.0,1999.33,3483771.922222222
2021-02-18 07:00:00,80929.83,18.0,8.1,42.1,1566.5,3483797.9648148147
2021-02-18 08:00:00,80211.52,18.0,8.1,42.1,1528.93,3483824.0074074073
2021-02-18 09:00:00,79939.78,17.1,8.1,43.0,1664.22,3483850.0500000003
2021-02-18 10:00:00,80391.64,17.1,8.1,44.1,1917.65,3483876.092592593
2021-02-18 11:00:00,82443.68,17.1,8.1,41.0,2312.38,3483902.1351851854
2021-02-18 12:00:00,86152.4,17.1,8.1,41.0,2214.37,3483928.177777778
2021-02-18 13:00:00,90314.91,17.1,7.0,41.0,2708.92,3483954.2203703704
2021-02-18 14:00:00,92450.18,18.0,8.1,41.0,3027.27,3483980.262962963
2021-02-18 15:00:00,93017.18,19.0,8.1,42.1,2790.38,3484006.3055555555
2021-02-18 16:00:00,92582.57,21.0,10.0,42.1,2147.42,3484032.348148148
2021-02-18 17:00:00,91470.07,23.0,10.9,43.0,1872.66,3484058.390740741
2021-02-18 18:00:00,89857.1,24.1,12.9,44.1,2087.69,3484084.4333333336
2021-02-18 19:00:00,88348.08,23.0,14.0,45.0,2019.04,3484110.475925926
2021-02-18 20:00:00,87118.18,25.0,14.0,46.9,2366.6,3484136.5185185187
2021-02-18 21:00:00,86228.99,24.1,15.1,46.9,3378.49,3484162.561111111
2021-02-18 22:00:00,86252.3,23.0,16.0,46.0,4318.62,3484188.6037037037
2021-02-18 23:00:00,87700.04,23.0,14.0,43.0,4423.24,3484214.6462962963
2021-02-19 00:00:00,90666.3,21.9,14.0,41.0,3790.66,3484240.688888889
2021-02-19 01:00:00,93325.18,21.0,12.9,41.0,3732.01,3484266.7314814813
2021-02-19 02:00:00,92760.97,19.0,12.9,39.9,4449.92,3484292.7740740743
2021-02-19 03:00:00,91064.47,17.1,10.9,39.0,4925.24,3484318.816666667
2021-02-19 04:00:00,88322.09,15.1,10.9,37.9,5217.58,3484344.8592592594
2021-02-19 05:00:00,85391.81,12.9,10.0,37.9,5263.62,3484370.901851852
2021-02-19 06:00:00,83413.02,15.1,10.0,37.0,5367.51,3484396.9444444445
2021-02-19 07:00:00,82232.52,14.0,8.1,36.0,5550.99,3484422.987037037
2021-02-19 08:00:00,81727.11,10.9,8.1,36.0,5522.27,3484449.0296296296
2021-02-19 09:00:00,81932.12,10.0,8.1,35.1,5096.5,3484475.072222222
2021-02-19 10:00:00,82922.38,10.9,7.0,35.1,4292.57,3484501.114814815
2021-02-19 11:00:00,85145.16,10.0,6.1,34.0,4133.49,3484527.1574074076
2021-02-19 12:00:00,89204.35,9.0,5.0,34.0,3925.15,3484553.2
2021-02-19 13:00:00,93704.36,8.1,3.9,34.0,3686.02,3484579.2425925927
2021-02-19 14:00:00,95620.02,10.0,3.9,33.1,2955.2,3484605.2851851853
2021-02-19 15:00:00,94470.9,14.0,5.0,35.1,2141.12,3484631.327777778
2021-02-19 16:00:00,92016.82,17.1,9.0,37.0,1550.12,3484657.3703703703
2021-02-19 17:00:00,89403.29,19.0,10.9,41.0,1112.82,3484683.412962963
2021-02-19 18:00:00,87147.2,21.0,15.1,43.0,784.24,3484709.455555556
2021-02-19 19:00:00,84930.3,21.0,16.0,46.9,1034.12,3484735.4981481484
2021-02-19 20:00:00,82889.97,21.9,18.0,48.9,1357.58,3484761.540740741
2021-02-19 21:00:00,80885.27,21.9,18.0,51.1,1433.96,3484787.5833333335
2021-02-19 22:00:00,80201.08,21.0,19.0,53.1,1553.19,3484813.625925926
2021-02-19 23:00:00,81400.93,21.0,18.0,53.1,1887.98,3484839.6685185186
2021-02-20 00:00:00,84507.69,18.0,16.0,50.0,2781.72,3484865.711111111
2021-02-20 01:00:00,87985.07,17.1,12.9,48.0,4064.92,3484891.7537037036
2021-02-20 02:00:00,88132.54,15.1,12.0,46.0,5192.28,3484917.796296296
2021-02-20 03:00:00,87179.94,12.9,10.9,42.1,6301.82,3484943.838888889
2021-02-20 04:00:00,85450.46,16.0,10.0,39.9,6775.99,3484969.8814814817
2021-02-20 05:00:00,83391.11,17.1,9.0,39.0,7034.34,3484995.9240740743
2021-02-20 06:00:00,81570.37,17.1,6.1,37.0,7408.19,3485021.966666667
2021-02-20 07:00:00,80441.43,16.0,7.0,36.0,7888.25,3485048.0092592593
2021-02-20 08:00:00,79853.93,17.1,3.9,35.1,8038.18,3485074.051851852
2021-02-20 09:00:00,79832.23,17.1,3.0,35.1,8423.64,3485100.0944444444
2021-02-20 10:00:00,80297.96,17.1,1.9,35.1,9262.36,3485126.137037037
2021-02-20 11:00:00,81530.36,15.1,1.0,35.1,10293.96,3485152.17962963
2021-02-20 12:00:00,83684.76,15.1,0.0,35.1,11184.81,3485178.2222222225
2021-02-20 13:00:00,86021.39,12.9,0.0,36.0,11710.18,3485204.264814815
2021-02-20 14:00:00,87552.51,14.0,0.0,37.9,11581.12,3485230.3074074076
2021-02-20 15:00:00,86951.38,19.0,3.0,39.9,11553.94,3485256.35
2021-02-20 16:00:00,84484.05,21.9,10.0,42.1,10293.5,3485282.3925925926
2021-02-20 17:00:00,81505.89,26.1,15.1,44.1,8334.85,3485308.435185185
2021-02-20 18:00:00,78736.72,28.9,17.1,48.0,6800.4,3485334.4777777777
2021-02-20 19:00:00,75942.17,30.0,18.0,52.0,5597.25,3485360.5203703702
2021-02-20 20:00:00,73587.51,30.9,19.0,52.0,4966.73,3485386.5629629632
2021-02-20 21:00:00,71894.04,32.0,19.9,55.0,4804.31,3485412.605555556
2021-02-20 22:00:00,71471.73,32.0,21.9,57.0,5180.49,3485438.6481481483
2021-02-20 23:00:00,73147.22,28.9,21.9,55.9,6299.62,3485464.690740741
2021-02-21 00:00:00,76644.92,27.0,19.9,54.0,8129.52,3485490.7333333334
2021-02-21 01:00:00,80414.86,25.0,19.9,52.0,10877.15,3485516.775925926
2021-02-21 02:00:00,80746.19,24.1,19.0,48.9,13059.27,3485542.8185185185
2021-02-21 03:00:00,80173.04,24.1,18.0,45.0,14663.18,3485568.861111111
2021-02-21 04:00:00,78580.63,23.0,19.0,45.0,14767.4,3485594.903703704
2021-02-21 05:00:00,76786.93,23.0,19.0,45.0,14509.49,3485620.9462962965
2021-02-21 06:00:00,75111.49,21.9,19.0,43.0,14404.17,3485646.988888889
2021-02-21 07:00:00,73966.29,19.9,19.0,43.0,14425.79,3485673.0314814816
2021-02-21 08:00:00,73401.32,21.0,21.0,46.0,14280.29,3485699.074074074
2021-02-21 09:00:00,73168.47,19.9,19.9,45.0,14033.82,3485725.1166666667
2021-02-21 10:00:00,73224.37,21.0,19.9,46.0,12430.3,3485751.1592592592
2021-02-21 11:00:00,73761.85,21.0,19.9,43.0,11029.39,3485777.201851852
2021-02-21 12:00:00,75253.97,21.0,21.0,45.0,10759.24,3485803.2444444443
2021-02-21 13:00:00,77065.33,21.9,21.0,41.0,11061.22,3485829.2870370373
2021-02-21 14:00:00,78060.28,23.0,21.9,51.1,10882.2,3485855.32962963
2021-02-21 15:00:00,78142.66,25.0,23.0,57.9,10488.67,3485881.3722222224
2021-02-21 16:00:00,77279.77,27.0,24.1,64.0,9823.24,3485907.414814815
2021-02-21 17:00:00,75560.06,30.0,26.1,66.0,8508.02,3485933.4574074075
2021-02-21 18:00:00,73936.28,,,,7791.65,3485959.5
2021-02-21 19:00:00,72887.75,35.1,26.1,68.0,8020.26,3485985.5425925925
2021-02-21 20:00:00,72214.71,37.0,26.1,66.9,7910.6,3486011.585185185
2021-02-21 21:00:00,72001.31,39.0,27.0,66.0,8708.62,3486037.627777778
2021-02-21 22:00:00,72368.15,39.9,28.0,64.9,9157.03,3486063.6703703706
2021-02-21 23:00:00,73925.16,39.0,28.0,63.0,9719.22,3486089.712962963
2021-02-22 00:00:00,76493.07,37.9,28.0,62.1,10459.68,3486115.7555555557
2021-02-22 01:00:00,78456.18,39.0,27.0,61.0,11291.53,3486141.798148148
2021-02-22 02:00:00,77523.47,39.9,26.1,61.0,12432.5,3486167.8407407408
2021-02-22 03:00:00,75577.75,41.0,26.1,61.0,12943.98,3486193.8833333333
2021-02-22 04:00:00,72760.72,43.0,26.1,61.0,12996.82,3486219.925925926
2021-02-22 05:00:00,69717.94,41.0,26.1,61.0,14243.42,3486245.968518519
2021-02-22 06:00:00,67495.44,39.9,26.1,60.1,14723.78,3486272.0111111114
2021-02-22 07:00:00,66220.52,37.9,27.0,57.9,14899.79,3486298.053703704
2021-02-22 08:00:00,65769.61,37.9,26.1,57.9,15049.91,3486324.0962962965
2021-02-22 09:00:00,65653.18,37.0,26.1,57.0,15409.56,3486350.138888889
2021-02-22 10:00:00,66724.46,36.0,25.0,57.0,15759.79,3486376.1814814815
2021-02-22 11:00:00,69278.4,35.1,25.0,55.9,16015.29,3486402.224074074
2021-02-22 12:00:00,73824.84,35.1,25.0,53.1,16372.67,3486428.2666666666
2021-02-22 13:00:00,79289.01,34.0,25.0,52.0,17518.9,3486454.309259259
2021-02-22 14:00:00,81575.89,34.0,25.0,59.0,17820.4,3486480.351851852
2021-02-22 15:00:00,81261.86,33.1,27.0,66.0,17726.52,3486506.3944444447
2021-02-22 16:00:00,80366.24,33.1,30.9,69.1,17499.23,3486532.437037037
2021-02-22 17:00:00,79338.76,33.1,33.1,69.1,17163.7,3486558.4796296298
2021-02-22 18:00:00,78264.64,33.1,36.0,69.1,17468.53,3486584.5222222223
2021-02-22 19:00:00,77060.16,34.0,37.9,71.1,18142.65,3486610.564814815
2021-02-22 20:00:00,76006.22,35.1,39.0,72.0,18292.61,3486636.6074074074
2021-02-22 21:00:00,74839.4,36.0,41.0,73.0,18665.54,3486662.65
2021-02-22 22:00:00,74377.24,37.9,39.9,73.0,19036.5,3486688.692592593
2021-02-22 23:00:00,74691.99,37.0,39.0,72.0,19379.95,3486714.7351851854
2021-02-23 00:00:00,76904.97,36.0,39.0,68.0,19659.86,3486740.777777778
2021-02-23 01:00:00,79560.8,35.1,37.9,62.1,19369.56,3486766.8203703705
2021-02-23 02:00:00,79318.52,35.1,39.0,61.0,19449.87,3486792.862962963
2021-02-23 03:00:00,77596.18,35.1,37.9,59.0,19610.37,3486818.9055555556
2021-02-23 04:00:00,75155.43,36.0,37.9,57.0,19329.13,3486844.948148148
2021-02-23 05:00:00,71985.69,37.9,37.9,55.9,19361.62,3486870.9907407407
2021-02-23 06:00:00,69665.54,39.9,39.0,54.0,18742.61,3486897.033333333
2021-02-23 07:00:00,68166.1,39.0,39.0,51.1,17991.46,3486923.075925926
2021-02-23 08:00:00,67424.01,39.0,36.0,50.0,17682.87,3486949.1185185187
2021-02-23 09:00:00,67325.41,39.0,36.0,46.9,17608.56,3486975.1611111113
2021-02-23 10:00:00,68090.88,37.9,35.1,45.0,16714.79,3487001.203703704
