UTC Timestamp (Interval Ending),Local Date,Hour Number,MISO Total Actual Load (MW),Indianapolis Temperature (Fahrenheit),Indianapolis Temperature Observation Time (Eastern Standard),Minneapolis Temperature (Fahrenheit),Minneapolis Temperature Observation Time (Eastern Standard),New Orleans International Airport Temperature (Fahrenheit),New Orleans International Airport Temperature Observation Time (Eastern Standard)
2023-06-24 04:00:00,2023-06-23,23,82322.69,69.1,6/23/23 22:54,73.0,6/23/23 22:53,82.9,6/23/23 22:53
2023-06-24 05:00:00,2023-06-23,24,77077.29,68.0,6/23/23 23:54,72.0,6/23/23 23:53,81.0,6/23/23 23:53
2023-06-24 06:00:00,2023-06-24,1,72651.15,66.9,6/24/23 0:54,72.0,6/24/23 0:53,81.0,6/24/23 0:53
2023-06-24 07:00:00,2023-06-24,2,69321.68,66.0,6/24/23 1:54,72.0,6/24/23 1:53,82.0,6/24/23 1:53
2023-06-24 08:00:00,2023-06-24,3,67114.53,66.9,6/24/23 2:54,72.0,6/24/23 2:53,80.1,6/24/23 2:53
2023-06-24 09:00:00,2023-06-24,4,65821.83,64.9,6/24/23 3:54,71.1,6/24/23 3:53,79.0,6/24/23 3:53
2023-06-24 10:00:00,2023-06-24,5,65389.6,64.9,6/24/23 4:54,71.1,6/24/23 4:53,79.0,6/24/23 4:53
2023-06-24 11:00:00,2023-06-24,6,65378.65,64.9,6/24/23 5:54,71.1,6/24/23 5:53,79.0,6/24/23 5:53
2023-06-24 12:00:00,2023-06-24,7,66341.58,68.0,6/24/23 6:54,71.1,6/24/23 6:53,80.1,6/24/23 6:53
2023-06-24 13:00:00,2023-06-24,8,69769.2,71.1,6/24/23 7:54,75.0,6/24/23 7:53,84.0,6/24/23 7:53
2023-06-24 14:00:00,2023-06-24,9,75039.16,75.9,6/24/23 8:54,77.0,6/24/23 8:53,87.1,6/24/23 8:53
2023-06-24 15:00:00,2023-06-24,10,80407.86,81.0,6/24/23 9:54,78.1,6/24/23 9:53,88.0,6/24/23 9:53
2023-06-24 16:00:00,2023-06-24,11,85517.37,84.0,6/24/23 10:54,78.1,6/24/23 10:53,86.0,6/24/23 10:53
2023-06-24 17:00:00,2023-06-24,12,89886.1,84.9,6/24/23 11:54,75.9,6/24/23 11:53,90.0,6/24/23 11:53
2023-06-24 18:00:00,2023-06-24,13,93289.54,87.1,6/24/23 12:54,75.0,6/24/23 12:53,93.0,6/24/23 12:53
2023-06-24 19:00:00,2023-06-24,14,96460.92,89.1,6/24/23 13:54,80.1,6/24/23 13:53,93.9,6/24/23 13:53
2023-06-24 20:00:00,2023-06-24,15,98988.53,86.0,6/24/23 14:54,82.9,6/24/23 14:53,90.0,6/24/23 14:53
2023-06-24 21:00:00,2023-06-24,16,100769.0,89.1,6/24/23 15:54,82.0,6/24/23 15:53,84.0,6/24/23 15:53
2023-06-24 22:00:00,2023-06-24,17,102043.8,89.1,6/24/23 16:54,80.1,6/24/23 16:53,84.9,6/24/23 16:53
2023-06-24 23:00:00,2023-06-24,18,102073.43,88.0,6/24/23 17:54,75.9,6/24/23 17:53,82.9,6/24/23 17:53
2023-06-25 00:00:00,2023-06-24,19,100369.78,86.0,6/24/23 18:54,73.9,6/24/23 18:53,84.0,6/24/23 18:53
2023-06-25 01:00:00,2023-06-24,20,97361.57,82.0,6/24/23 19:54,73.0,6/24/23 19:53,82.9,6/24/23 19:53
2023-06-25 02:00:00,2023-06-24,21,93600.21,78.1,6/24/23 20:54,70.0,6/24/23 20:53,81.0,6/24/23 20:53
2023-06-25 03:00:00,2023-06-24,22,90117.5,77.0,6/24/23 21:54,70.0,6/24/23 21:53,82.0,6/24/23 21:53
2023-06-25 04:00:00,2023-06-24,23,85134.48,75.0,6/24/23 22:54,70.0,6/24/23 22:53,82.0,6/24/23 22:53
2023-06-25 05:00:00,2023-06-24,24,79709.41,75.0,6/24/23 23:54,63.0,6/24/23 23:53,81.0,6/24/23 23:53
2023-06-25 06:00:00,2023-06-25,1,75272.93,75.0,6/25/23 0:54,66.9,6/25/23 0:53,81.0,6/25/23 0:53
2023-06-25 07:00:00,2023-06-25,2,71794.54,75.0,6/25/23 1:54,66.9,6/25/23 1:53,81.0,6/25/23 1:53
2023-06-25 08:00:00,2023-06-25,3,69250.63,72.0,6/25/23 2:54,66.0,6/25/23 2:53,80.1,6/25/23 2:53
2023-06-25 09:00:00,2023-06-25,4,67742.26,73.0,6/25/23 3:54,64.9,6/25/23 3:53,80.1,6/25/23 3:53
2023-06-25 10:00:00,2023-06-25,5,67279.22,73.0,6/25/23 4:54,64.9,6/25/23 4:53,80.1,6/25/23 4:53
2023-06-25 11:00:00,2023-06-25,6,67247.68,72.0,6/25/23 5:54,64.9,6/25/23 5:53,80.1,6/25/23 5:53
2023-06-25 12:00:00,2023-06-25,7,67711.2,71.1,6/25/23 6:54,64.9,6/25/23 6:53,81.0,6/25/23 6:53
2023-06-25 13:00:00,2023-06-25,8,71053.7,72.0,6/25/23 7:54,64.9,6/25/23 7:53,84.0,6/25/23 7:53
2023-06-25 14:00:00,2023-06-25,9,76000.74,73.0,6/25/23 8:54,66.9,6/25/23 8:53,87.1,6/25/23 8:53
2023-06-25 15:00:00,2023-06-25,10,81039.26,78.1,6/25/23 9:54,66.0,6/25/23 9:53,89.1,6/25/23 9:53
2023-06-25 16:00:00,2023-06-25,11,85440.41,82.9,6/25/23 10:54,66.0,6/25/23 10:53,91.0,6/25/23 10:53
2023-06-25 17:00:00,2023-06-25,12,89510.48,84.9,6/25/23 11:54,72.0,6/25/23 11:53,93.9,6/25/23 11:53
2023-06-25 18:00:00,2023-06-25,13,92895.22,88.0,6/25/23 12:54,73.0,6/25/23 12:53,91.9,6/25/23 12:53
2023-06-25 19:00:00,2023-06-25,14,95325.79,87.1,6/25/23 13:54,69.1,6/25/23 13:53,95.0,6/25/23 13:53
2023-06-25 20:00:00,2023-06-25,15,96709.7,80.1,6/25/23 14:54,69.1,6/25/23 14:53,97.0,6/25/23 14:53
2023-06-25 21:00:00,2023-06-25,16,97373.8,77.0,6/25/23 15:54,73.9,6/25/23 15:53,96.1,6/25/23 15:53
2023-06-25 22:00:00,2023-06-25,17,97760.92,81.0,6/25/23 16:54,73.0,6/25/23 16:53,97.0,6/25/23 16:53
2023-06-25 23:00:00,2023-06-25,18,97251.15,82.0,6/25/23 17:54,75.0,6/25/23 17:53,93.9,6/25/23 17:53
2023-06-26 00:00:00,2023-06-25,19,94616.83,80.1,6/25/23 18:54,73.9,6/25/23 18:53,91.9,6/25/23 18:53
2023-06-26 01:00:00,2023-06-25,20,91378.9,77.0,6/25/23 19:54,69.1,6/25/23 19:53,89.1,6/25/23 19:53
2023-06-26 02:00:00,2023-06-25,21,88223.43,73.0,6/25/23 20:54,69.1,6/25/23 20:53,87.1,6/25/23 20:53
2023-06-26 03:00:00,2023-06-25,22,85418.77,75.9,6/25/23 21:54,68.0,6/25/23 21:53,84.9,6/25/23 21:53
2023-06-26 04:00:00,2023-06-25,23,80565.81,73.9,6/25/23 22:54,68.0,6/25/23 22:53,84.0,6/25/23 22:53
2023-06-26 05:00:00,2023-06-25,24,75515.4,71.1,6/25/23 23:54,68.0,6/25/23 23:53,82.9,6/25/23 23:53
2023-06-26 06:00:00,2023-06-26,1,71449.69,72.0,6/26/23 0:54,66.0,6/26/23 0:53,82.9,6/26/23 0:53
2023-06-26 07:00:00,2023-06-26,2,68685.59,72.0,6/26/23 1:54,66.0,6/26/23 1:53,82.9,6/26/23 1:53
2023-06-26 08:00:00,2023-06-26,3,67027.64,69.1,6/26/23 2:54,66.0,6/26/23 2:53,81.0,6/26/23 2:53
2023-06-26 09:00:00,2023-06-26,4,66486.67,68.0,6/26/23 3:54,64.9,6/26/23 3:53,81.0,6/26/23 3:53
2023-06-26 10:00:00,2023-06-26,5,67524.56,68.0,6/26/23 4:54,64.0,6/26/23 4:53,81.0,6/26/23 4:53
2023-06-26 11:00:00,2023-06-26,6,70142.85,66.9,6/26/23 5:54,64.0,6/26/23 5:53,81.0,6/26/23 5:53
2023-06-26 12:00:00,2023-06-26,7,73538.09,69.1,6/26/23 6:54,64.9,6/26/23 6:53,82.0,6/26/23 6:53
2023-06-26 13:00:00,2023-06-26,8,77473.49,71.1,6/26/23 7:54,64.9,6/26/23 7:53,84.0,6/26/23 7:53
2023-06-26 14:00:00,2023-06-26,9,80677.65,71.1,6/26/23 8:54,66.0,6/26/23 8:53,86.0,6/26/23 8:53
2023-06-26 15:00:00,2023-06-26,10,83628.52,73.9,6/26/23 9:54,68.0,6/26/23 9:53,84.9,6/26/23 9:53
2023-06-26 16:00:00,2023-06-26,11,86666.11,73.9,6/26/23 10:54,69.1,6/26/23 10:53,89.1,6/26/23 10:53
2023-06-26 17:00:00,2023-06-26,12,89177.65,77.0,6/26/23 11:54,71.1,6/26/23 11:53,91.0,6/26/23 11:53
2023-06-26 18:00:00,2023-06-26,13,91142.02,77.0,6/26/23 12:54,75.9,6/26/23 12:53,78.8,6/26/23 12:53
2023-06-26 19:00:00,2023-06-26,14,92530.7,80.1,6/26/23 13:54,77.0,6/26/23 13:53,82.0,6/26/23 13:53
2023-06-26 20:00:00,2023-06-26,15,94163.78,79.0,6/26/23 14:54,81.0,6/26/23 14:53,82.9,6/26/23 14:53
2023-06-26 21:00:00,2023-06-26,16,94884.43,81.0,6/26/23 15:54,82.9,6/26/23 15:53,86.0,6/26/23 15:53
2023-06-26 22:00:00,2023-06-26,17,95527.53,73.9,6/26/23 16:54,82.9,6/26/23 16:53,87.1,6/26/23 16:53
2023-06-26 23:00:00,2023-06-26,18,95595.98,75.0,6/26/23 17:54,82.9,6/26/23 17:53,88.0,6/26/23 17:53
2023-06-27 00:00:00,2023-06-26,19,95013.9,75.9,6/26/23 18:54,82.0,6/26/23 18:53,86.0,6/26/23 18:53
2023-06-27 01:00:00,2023-06-26,20,92485.79,73.0,6/26/23 19:54,80.1,6/26/23 19:53,84.0,6/26/23 19:53
2023-06-27 02:00:00,2023-06-26,21,89730.92,73.0,6/26/23 20:54,77.0,6/26/23 20:53,82.9,6/26/23 20:53
2023-06-27 03:00:00,2023-06-26,22,86429.1,66.9,6/26/23 21:54,75.0,6/26/23 21:53,82.9,6/26/23 21:53
2023-06-27 04:00:00,2023-06-26,23,81256.17,66.0,6/26/23 22:54,71.1,6/26/23 22:53,82.0,6/26/23 22:53
2023-06-27 05:00:00,2023-06-26,24,75999.85,64.0,6/26/23 23:54,69.1,6/26/23 23:53,81.0,6/26/23 23:53
2023-06-27 06:00:00,2023-06-27,1,71627.93,64.0,6/27/23 0:54,69.1,6/27/23 0:53,81.0,6/27/23 0:53
2023-06-27 07:00:00,2023-06-27,2,68872.5,64.0,6/27/23 1:54,69.1,6/27/23 1:53,80.1,6/27/23 1:53
2023-06-27 08:00:00,2023-06-27,3,66999.11,64.9,6/27/23 2:54,68.0,6/27/23 2:53,80.1,6/27/23 2:53
2023-06-27 09:00:00,2023-06-27,4,66176.17,64.0,6/27/23 3:54,66.0,6/27/23 3:53,80.1,6/27/23 3:53
2023-06-27 10:00:00,2023-06-27,5,66822.04,63.0,6/27/23 4:54,64.9,6/27/23 4:53,79.0,6/27/23 4:53
2023-06-27 11:00:00,2023-06-27,6,68993.2,63.0,6/27/23 5:54,64.0,6/27/23 5:53,79.0,6/27/23 5:53
2023-06-27 12:00:00,2023-06-27,7,72353.34,64.9,6/27/23 6:54,66.0,6/27/23 6:53,80.1,6/27/23 6:53
2023-06-27 13:00:00,2023-06-27,8,76137.03,68.0,6/27/23 7:54,69.1,6/27/23 7:53,84.0,6/27/23 7:53
2023-06-27 14:00:00,2023-06-27,9,79419.96,68.0,6/27/23 8:54,71.1,6/27/23 8:53,87.1,6/27/23 8:53
2023-06-27 15:00:00,2023-06-27,10,82635.83,69.1,6/27/23 9:54,73.9,6/27/23 9:53,89.1,6/27/23 9:53
2023-06-27 16:00:00,2023-06-27,11,86078.77,69.1,6/27/23 10:54,75.9,6/27/23 10:53,90.0,6/27/23 10:53
2023-06-27 17:00:00,2023-06-27,12,89320.21,70.0,6/27/23 11:54,80.1,6/27/23 11:53,93.0,6/27/23 11:53
2023-06-27 18:00:00,2023-06-27,13,92426.57,71.1,6/27/23 12:54,84.0,6/27/23 12:53,95.0,6/27/23 12:53
2023-06-27 19:00:00,2023-06-27,14,95160.14,73.0,6/27/23 13:54,84.0,6/27/23 13:53,96.1,6/27/23 13:53
2023-06-27 20:00:00,2023-06-27,15,96552.27,75.9,6/27/23 14:54,84.0,6/27/23 14:53,97.0,6/27/23 14:53
2023-06-27 21:00:00,2023-06-27,16,97818.58,75.9,6/27/23 15:54,84.9,6/27/23 15:53,96.1,6/27/23 15:53
2023-06-27 22:00:00,2023-06-27,17,98328.79,75.9,6/27/23 16:54,84.9,6/27/23 16:53,97.0,6/27/23 16:53
2023-06-27 23:00:00,2023-06-27,18,98333.05,75.0,6/27/23 17:54,84.0,6/27/23 17:53,96.1,6/27/23 17:53
2023-06-28 00:00:00,2023-06-27,19,96997.29,73.0,6/27/23 18:54,84.0,6/27/23 18:53,93.0,6/27/23 18:53
2023-06-28 01:00:00,2023-06-27,20,94221.22,71.1,6/27/23 19:54,82.0,6/27/23 19:53,91.0,6/27/23 19:53
2023-06-28 02:00:00,2023-06-27,21,91355.29,69.1,6/27/23 20:54,81.0,6/27/23 20:53,89.1,6/27/23 20:53
2023-06-28 03:00:00,2023-06-27,22,88211.05,66.0,6/27/23 21:54,79.0,6/27/23 21:53,87.1,6/27/23 21:53
2023-06-28 04:00:00,2023-06-27,23,82204.65,64.0,6/27/23 22:54,75.9,6/27/23 22:53,88.0,6/27/23 22:53
2023-06-28 05:00:00,2023-06-27,24,76617.96,63.0,6/27/23 23:54,75.0,6/27/23 23:53,84.0,6/27/23 23:53
2023-06-28 06:00:00,2023-06-28,1,72273.04,62.1,6/28/23 0:54,73.0,6/28/23 0:53,82.9,6/28/23 0:53
2023-06-28 07:00:00,2023-06-28,2,69062.72,60.1,6/28/23 1:54,73.0,6/28/23 1:53,82.9,6/28/23 1:53
2023-06-28 08:00:00,2023-06-28,3,67003.29,59.0,6/28/23 2:54,73.0,6/28/23 2:53,82.9,6/28/23 2:53
2023-06-28 09:00:00,2023-06-28,4,66318.44,57.9,6/28/23 3:54,73.0,6/28/23 3:53,82.9,6/28/23 3:53
2023-06-28 10:00:00,2023-06-28,5,66997.66,57.9,6/28/23 4:54,72.0,6/28/23 4:53,81.0,6/28/23 4:53
2023-06-28 11:00:00,2023-06-28,6,69334.31,57.9,6/28/23 5:54,72.0,6/28/23 5:53,81.0,6/28/23 5:53
2023-06-28 12:00:00,2023-06-28,7,72572.7,61.0,6/28/23 6:54,71.1,6/28/23 6:53,82.0,6/28/23 6:53
2023-06-28 13:00:00,2023-06-28,8,75954.98,64.0,6/28/23 7:54,71.1,6/28/23 7:53,84.0,6/28/23 7:53
2023-06-28 14:00:00,2023-06-28,9,79324.15,66.9,6/28/23 8:54,73.0,6/28/23 8:53,87.1,6/28/23 8:53
2023-06-28 15:00:00,2023-06-28,10,82921.61,70.0,6/28/23 9:54,75.9,6/28/23 9:53,90.0,6/28/23 9:53
2023-06-28 16:00:00,2023-06-28,11,86923.47,73.9,6/28/23 10:54,78.1,6/28/23 10:53,91.9,6/28/23 10:53
2023-06-28 17:00:00,2023-06-28,12,90607.53,75.0,6/28/23 11:54,79.0,6/28/23 11:53,93.0,6/28/23 11:53
2023-06-28 18:00:00,2023-06-28,13,94114.14,75.9,6/28/23 12:54,80.1,6/28/23 12:53,93.9,6/28/23 12:53
2023-06-28 19:00:00,2023-06-28,14,97479.16,80.1,6/28/23 13:54,82.0,6/28/23 13:53,95.0,6/28/23 13:53
2023-06-28 20:00:00,2023-06-28,15,99814.64,82.0,6/28/23 14:54,82.9,6/28/23 14:53,97.0,6/28/23 14:53
2023-06-28 21:00:00,2023-06-28,16,101630.24,82.9,6/28/23 15:54,82.9,6/28/23 15:53,98.1,6/28/23 15:53
2023-06-28 22:00:00,2023-06-28,17,103007.46,81.0,6/28/23 16:54,86.0,6/28/23 16:53,98.1,6/28/23 16:53
2023-06-28 23:00:00,2023-06-28,18,103349.4,80.1,6/28/23 17:54,84.0,6/28/23 17:53,96.1,6/28/23 17:53
2023-06-29 00:00:00,2023-06-28,19,102431.55,80.1,6/28/23 18:54,84.9,6/28/23 18:53,95.0,6/28/23 18:53
2023-06-29 01:00:00,2023-06-28,20,100047.22,77.0,6/28/23 19:54,82.9,6/28/23 19:53,93.0,6/28/23 19:53
2023-06-29 02:00:00,2023-06-28,21,96971.31,73.9,6/28/23 20:54,82.0,6/28/23 20:53,91.0,6/28/23 20:53
2023-06-29 03:00:00,2023-06-28,22,93238.71,73.0,6/28/23 21:54,77.0,6/28/23 21:53,88.0,6/28/23 21:53
2023-06-29 04:00:00,2023-06-28,23,87228.47,71.1,6/28/23 22:54,75.9,6/28/23 22:53,86.0,6/28/23 22:53
2023-06-29 05:00:00,2023-06-28,24,81426.86,71.1,6/28/23 23:54,73.9,6/28/23 23:53,84.9,6/28/23 23:53
2023-06-29 06:00:00,2023-06-29,1,76811.09,69.1,6/29/23 0:54,73.0,6/29/23 0:53,84.0,6/29/23 0:53
2023-06-29 07:00:00,2023-06-29,2,73590.09,66.9,6/29/23 1:54,70.0,6/29/23 1:53,84.0,6/29/23 1:53
2023-06-29 08:00:00,2023-06-29,3,71446.09,66.9,6/29/23 2:54,69.1,6/29/23 2:53,82.9,6/29/23 2:53
2023-06-29 09:00:00,2023-06-29,4,70270.57,66.9,6/29/23 3:54,69.1,6/29/23 3:53,82.0,6/29/23 3:53
2023-06-29 10:00:00,2023-06-29,5,71003.01,66.9,6/29/23 4:54,64.9,6/29/23 4:53,81.0,6/29/23 4:53
2023-06-29 11:00:00,2023-06-29,6,73024.13,68.0,6/29/23 5:54,64.9,6/29/23 5:53,81.0,6/29/23 5:53
2023-06-29 12:00:00,2023-06-29,7,76737.34,70.0,6/29/23 6:54,66.9,6/29/23 6:53,82.9,6/29/23 6:53
2023-06-29 13:00:00,2023-06-29,8,80879.41,71.1,6/29/23 7:54,71.1,6/29/23 7:53,84.9,6/29/23 7:53
2023-06-29 14:00:00,2023-06-29,9,84845.58,71.1,6/29/23 8:54,73.9,6/29/23 8:53,88.0,6/29/23 8:53
2023-06-29 15:00:00,2023-06-29,10,89042.95,73.9,6/29/23 9:54,75.0,6/29/23 9:53,91.0,6/29/23 9:53
2023-06-29 16:00:00,2023-06-29,11,93652.22,79.0,6/29/23 10:54,78.1,6/29/23 10:53,91.9,6/29/23 10:53
2023-06-29 17:00:00,2023-06-29,12,97700.04,82.9,6/29/23 11:54,82.0,6/29/23 11:53,93.9,6/29/23 11:53
2023-06-29 18:00:00,2023-06-29,13,100988.02,84.0,6/29/23 12:54,84.9,6/29/23 12:53,96.1,6/29/23 12:53
2023-06-29 19:00:00,2023-06-29,14,103196.16,86.0,6/29/23 13:54,87.1,6/29/23 13:53,96.1,6/29/23 13:53
2023-06-29 20:00:00,2023-06-29,15,104258.36,68.0,6/29/23 14:54,89.1,6/29/23 14:53,98.1,6/29/23 14:53
2023-06-29 21:00:00,2023-06-29,16,104355.66,66.9,6/29/23 15:54,88.0,6/29/23 15:53,98.1,6/29/23 15:53
2023-06-29 22:00:00,2023-06-29,17,104391.16,66.9,6/29/23 16:54,90.0,6/29/23 16:53,99.0,6/29/23 16:53
2023-06-29 23:00:00,2023-06-29,18,103912.1,68.0,6/29/23 17:54,89.1,6/29/23 17:53,93.9,6/29/23 17:53
2023-06-30 00:00:00,2023-06-29,19,102658.89,68.0,6/29/23 18:54,88.0,6/29/23 18:53,95.0,6/29/23 18:53
2023-06-30 01:00:00,2023-06-29,20,100290.95,68.0,6/29/23 19:54,86.0,6/29/23 19:53,93.0,6/29/23 19:53
2023-06-30 02:00:00,2023-06-29,21,97630.34,66.9,6/29/23 20:54,82.0,6/29/23 20:53,89.1,6/29/23 20:53
2023-06-30 03:00:00,2023-06-29,22,94236.41,68.0,6/29/23 21:54,82.0,6/29/23 21:53,89.1,6/29/23 21:53
2023-06-30 04:00:00,2023-06-29,23,88779.59,68.0,6/29/23 22:54,80.1,6/29/23 22:53,87.1,6/29/23 22:53
2023-06-30 05:00:00,2023-06-29,24,82748.9,68.0,6/29/23 23:54,75.0,6/29/23 23:53,87.1,6/29/23 23:53
2023-06-30 06:00:00,2023-06-30,1,77828.83,68.0,6/30/23 0:54,73.0,6/30/23 0:53,86.0,6/30/23 0:53
2023-06-30 07:00:00,2023-06-30,2,74340.73,66.9,6/30/23 1:54,73.0,6/30/23 1:53,86.0,6/30/23 1:53
2023-06-30 08:00:00,2023-06-30,3,71938.84,66.0,6/30/23 2:54,72.0,6/30/23 2:53,82.9,6/30/23 2:53
2023-06-30 09:00:00,2023-06-30,4,70649.03,66.0,6/30/23 3:54,72.0,6/30/23 3:53,82.0,6/30/23 3:53
2023-06-30 10:00:00,2023-06-30,5,70885.88,64.9,6/30/23 4:54,69.1,6/30/23 4:53,82.9,6/30/23 4:53
2023-06-30 11:00:00,2023-06-30,6,72601.17,66.0,6/30/23 5:54,69.1,6/30/23 5:53,82.0,6/30/23 5:53
2023-06-30 12:00:00,2023-06-30,7,75677.83,66.9,6/30/23 6:54,71.1,6/30/23 6:53,82.9,6/30/23 6:53
2023-06-30 13:00:00,2023-06-30,8,80307.29,72.0,6/30/23 7:54,73.9,6/30/23 7:53,87.1,6/30/23 7:53
2023-06-30 14:00:00,2023-06-30,9,85431.95,75.0,6/30/23 8:54,75.9,6/30/23 8:53,90.0,6/30/23 8:53
2023-06-30 15:00:00,2023-06-30,10,90571.72,77.0,6/30/23 9:54,80.1,6/30/23 9:53,93.0,6/30/23 9:53
2023-06-30 16:00:00,2023-06-30,11,96030.16,79.0,6/30/23 10:54,82.0,6/30/23 10:53,93.9,6/30/23 10:53
2023-06-30 17:00:00,2023-06-30,12,100933.75,82.0,6/30/23 11:54,84.0,6/30/23 11:53,93.0,6/30/23 11:53
2023-06-30 18:00:00,2023-06-30,13,104917.81,84.0,6/30/23 12:54,82.9,6/30/23 12:53,93.9,6/30/23 12:53
2023-06-30 19:00:00,2023-06-30,14,108022.59,86.0,6/30/23 13:54,84.9,6/30/23 13:53,95.0,6/30/23 13:53
2023-06-30 20:00:00,2023-06-30,15,109699.77,88.0,6/30/23 14:54,86.0,6/30/23 14:53,97.0,6/30/23 14:53
2023-06-30 21:00:00,2023-06-30,16,110666.08,86.0,6/30/23 15:54,86.0,6/30/23 15:53,98.1,6/30/23 15:53
2023-06-30 22:00:00,2023-06-30,17,110805.98,86.0,6/30/23 16:54,86.0,6/30/23 16:53,95.0,6/30/23 16:53
2023-06-30 23:00:00,2023-06-30,18,109649.44,86.0,6/30/23 17:54,86.0,6/30/23 17:53,93.9,6/30/23 17:53
2023-07-01 00:00:00,2023-06-30,19,107614.77,86.0,6/30/23 18:54,84.9,6/30/23 18:53,93.0,6/30/23 18:53
2023-07-01 01:00:00,2023-06-30,20,104001.4,82.9,6/30/23 19:54,82.9,6/30/23 19:53,91.0,6/30/23 19:53
2023-07-01 02:00:00,2023-06-30,21,100221.92,81.0,6/30/23 20:54,80.1,6/30/23 20:53,90.0,6/30/23 20:53
2023-07-01 03:00:00,2023-06-30,22,96253.7,82.0,6/30/23 21:54,79.0,6/30/23 21:53,87.1,6/30/23 21:53
2023-07-01 04:00:00,2023-06-30,23,90139.65,75.9,6/30/23 22:54,78.1,6/30/23 22:53,84.9,6/30/23 22:53
2023-07-01 05:00:00,2023-06-30,24,83854.24,72.0,6/30/23 23:54,78.1,6/30/23 23:53,84.0,6/30/23 23:53
2023-07-01 06:00:00,2023-07-01,1,78658.29,72.0,7/1/23 0:54,75.0,7/1/23 0:53,84.0,7/1/23 0:53
2023-07-01 07:00:00,2023-07-01,2,74867.62,71.1,7/1/23 1:54,72.0,7/1/23 1:53,84.0,7/1/23 1:53
2023-07-01 08:00:00,2023-07-01,3,71810.1,69.1,7/1/23 2:54,72.0,7/1/23 2:53,82.0,7/1/23 2:53
2023-07-01 09:00:00,2023-07-01,4,69738.32,69.1,7/1/23 3:54,72.0,7/1/23 3:53,82.0,7/1/23 3:53
2023-07-01 10:00:00,2023-07-01,5,68878.41,68.0,7/1/23 4:54,71.1,7/1/23 4:53,80.1,7/1/23 4:53
2023-07-01 11:00:00,2023-07-01,6,68411.32,69.1,7/1/23 5:54,68.0,7/1/23 5:53,80.1,7/1/23 5:53
2023-07-01 12:00:00,2023-07-01,7,68837.32,71.1,7/1/23 6:54,72.0,7/1/23 6:53,82.0,7/1/23 6:53
2023-07-01 13:00:00,2023-07-01,8,72078.66,70.0,7/1/23 7:54,73.9,7/1/23 7:53,84.9,7/1/23 7:53
2023-07-01 14:00:00,2023-07-01,9,77136.59,70.0,7/1/23 8:54,77.0,7/1/23 8:53,88.0,7/1/23 8:53
2023-07-01 15:00:00,2023-07-01,10,81830.59,70.0,7/1/23 9:54,80.1,7/1/23 9:53,90.0,7/1/23 9:53
2023-07-01 16:00:00,2023-07-01,11,86208.81,73.0,7/1/23 10:54,82.0,7/1/23 10:53,91.0,7/1/23 10:53
2023-07-01 17:00:00,2023-07-01,12,90524.7,77.0,7/1/23 11:54,82.9,7/1/23 11:53,93.9,7/1/23 11:53
2023-07-01 18:00:00,2023-07-01,13,94030.89,82.0,7/1/23 12:54,86.0,7/1/23 12:53,93.9,7/1/23 12:53
2023-07-01 19:00:00,2023-07-01,14,96491.59,84.0,7/1/23 13:54,84.9,7/1/23 13:53,96.1,7/1/23 13:53
2023-07-01 20:00:00,2023-07-01,15,98254.77,84.0,7/1/23 14:54,84.9,7/1/23 14:53,95.0,7/1/23 14:53
2023-07-01 21:00:00,2023-07-01,16,99250.22,84.9,7/1/23 15:54,84.9,7/1/23 15:53,95.0,7/1/23 15:53
2023-07-01 22:00:00,2023-07-01,17,99335.1,82.9,7/1/23 16:54,86.0,7/1/23 16:53,95.0,7/1/23 16:53
2023-07-01 23:00:00,2023-07-01,18,98618.47,82.9,7/1/23 17:54,84.9,7/1/23 17:53,93.9,7/1/23 17:53
2023-07-02 00:00:00,2023-07-01,19,96788.24,81.0,7/1/23 18:54,84.9,7/1/23 18:53,91.9,7/1/23 18:53
2023-07-02 01:00:00,2023-07-01,20,93721.96,80.1,7/1/23 19:54,84.9,7/1/23 19:53,91.0,7/1/23 19:53
2023-07-02 02:00:00,2023-07-01,21,90869.05,70.0,7/1/23 20:54,82.0,7/1/23 20:53,89.1,7/1/23 20:53
2023-07-02 03:00:00,2023-07-01,22,87466.73,69.1,7/1/23 21:54,80.1,7/1/23 21:53,87.1,7/1/23 21:53
2023-07-02 04:00:00,2023-07-01,23,82872.63,69.1,7/1/23 22:54,78.1,7/1/23 22:53,86.0,7/1/23 22:53
2023-07-02 05:00:00,2023-07-01,24,77908.43,69.1,7/1/23 23:54,75.9,7/1/23 23:53,84.9,7/1/23 23:53
2023-07-02 06:00:00,2023-07-02,1,73676.68,69.1,7/2/23 0:54,75.0,7/2/23 0:53,82.9,7/2/23 0:53
2023-07-02 07:00:00,2023-07-02,2,70249.31,70.0,7/2/23 1:54,73.9,7/2/23 1:53,84.0,7/2/23 1:53
2023-07-02 08:00:00,2023-07-02,3,68016.49,70.0,7/2/23 2:54,73.0,7/2/23 2:53,82.9,7/2/23 2:53
2023-07-02 09:00:00,2023-07-02,4,66471.24,70.0,7/2/23 3:54,71.1,7/2/23 3:53,82.9,7/2/23 3:53
2023-07-02 10:00:00,2023-07-02,5,65822.49,70.0,7/2/23 4:54,70.0,7/2/23 4:53,82.9,7/2/23 4:53
2023-07-02 11:00:00,2023-07-02,6,65345.8,70.0,7/2/23 5:54,70.0,7/2/23 5:53,82.9,7/2/23 5:53
